Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
Bulungan,0.000,0.372,0.484,0.338,2.235,-,2.618,0.031,0.090,0.626,0.146,0.114,0.018,0.176,0.096,0.052,0.188,0.072,0.449,0.077,0.130,1.037,0.048,0.087,0.098,0.314,0.373,0.124,0.131,0.766,0.103,1.054,0.008
Tana Tidung,0.000,0.525,0.463,0.456,1.098,-,1.645,0.011,0.102,0.875,0.187,0.871,0.051,0.144,0.058,0.070,0.117,0.106,0.227,0.025,0.077,0.449,0.080,0.006,0.038,0.140,0.377,0.152,0.075,0.358,0.094,1.045,0.003
Nunukan,0.000,0.269,0.604,0.391,1.325,-,2.437,0.017,0.085,0.322,0.259,0.388,0.001,0.066,0.195,0.078,0.335,0.066,0.467,0.063,0.092,1.761,0.036,0.016,0.416,0.135,0.415,0.089,0.070,1.125,0.139,1.427,0.005
Kota Tarakan,0.000,0.486,0.797,0.466,3.323,-,1.917,0.032,0.093,0.901,0.291,0.223,0.046,0.258,0.314,0.075,0.375,0.066,0.356,0.274,0.430,1.573,0.038,0.131,0.126,0.174,0.448,0.097,0.098,0.846,0.170,1.308,0.000
Bolaang Mongondow,0.000,0.071,1.714,0.468,2.483,-,2.847,0.044,0.082,0.407,0.172,0.097,0.008,0.025,0.198,0.027,0.489,0.058,0.275,0.241,0.093,0.250,0.195,0.039,0.095,0.084,0.195,0.102,0.087,0.328,0.088,0.151,0.028
Minahasa,0.000,0.372,0.872,0.680,2.279,-,2.242,0.043,0.059,1.100,0.275,0.183,0.007,0.091,0.225,0.058,0.412,0.034,0.528,0.542,0.159,0.145,0.397,0.041,0.106,0.364,0.141,0.165,0.098,0.761,0.144,0.062,0.025
Kepulauan Sangihe,0.000,0.039,0.959,0.312,3.417,-,1.657,0.005,0.010,0.332,0.058,0.520,0.002,0.002,0.271,0.013,0.163,0.005,0.309,0.514,0.170,0.017,0.010,0.000,0.160,0.147,0.028,0.059,0.040,1.069,0.026,0.165,0.016
Kepulauan Talaud,0.000,0.042,0.923,0.198,2.396,-,2.012,0.015,0.003,0.130,0.076,0.166,0.002,0.002,0.148,0.011,0.197,0.029,0.123,0.146,0.014,0.001,0.009,0.000,0.103,0.092,0.104,0.039,0.068,0.388,0.051,0.064,0.051
Minahasa Selatan,0.000,0.201,0.794,0.555,2.335,-,1.683,0.023,0.043,0.857,0.100,0.377,0.018,0.060,0.180,0.041,0.451,0.044,0.332,0.779,0.136,0.025,0.112,0.014,0.360,0.223,0.240,0.099,0.073,0.878,0.123,0.058,0.036
Minahasa Utara,0.000,0.388,0.823,0.509,2.256,-,1.816,0.028,0.082,0.892,0.205,0.096,0.005,0.048,0.347,0.049,0.319,0.026,0.352,0.679,0.152,0.053,0.147,0.013,0.242,0.201,0.311,0.191,0.155,0.302,0.085,0.094,0.020
Bolaang Mongondow Utara,0.000,0.072,1.433,0.305,2.379,-,2.593,0.052,0.037,0.500,0.142,0.174,0.003,0.016,0.198,0.010,0.204,0.093,0.228,0.126,0.032,0.003,0.071,0.334,0.093,0.069,0.164,0.115,0.039,0.450,0.065,0.115,0.005
Siau Tagulandang Biaro,0.000,0.115,0.337,0.344,2.076,-,0.792,0.010,0.016,0.466,0.045,0.370,0.001,0.026,0.250,0.001,0.099,0.014,0.103,0.344,0.067,0.014,0.048,0.001,0.011,0.082,0.063,0.064,0.065,0.891,0.017,0.043,0.030
Minahasa Tenggara,0.000,0.136,1.047,0.464,3.088,-,2.472,0.030,0.020,0.590,0.078,0.244,0.001,0.020,0.221,0.064,0.242,0.229,0.273,0.731,0.079,0.219,0.089,0.003,0.350,0.217,0.210,0.078,0.093,0.229,0.113,0.092,0.038
Bolaang Mongondow Selatan,0.000,0.126,1.180,0.215,2.127,-,1.967,0.054,0.047,0.428,0.127,0.094,0.001,0.010,0.057,0.008,0.280,0.122,0.163,0.075,0.045,0.027,0.040,0.026,0.229,0.080,0.234,0.019,0.066,0.222,0.029,0.122,0.009
Bolaang Mongondow Timur,0.000,0.191,1.297,0.589,2.104,-,2.212,0.036,0.085,0.346,0.128,0.064,0.001,0.018,0.172,0.070,0.377,0.043,0.625,0.247,0.062,0.117,0.033,0.064,0.049,0.084,0.155,0.107,0.068,0.131,0.117,0.090,0.009
Kota Manado,0.000,0.475,1.067,0.392,1.674,-,1.851,0.090,0.108,1.176,0.241,0.059,0.008,0.078,0.391,0.050,0.430,0.066,0.475,0.743,0.134,0.210,0.309,0.024,0.341,0.385,0.468,0.254,0.120,0.535,0.136,0.067,0.009
Kota Bitung,0.000,0.434,1.764,0.746,2.989,-,2.599,0.075,0.068,0.863,0.206,0.201,0.006,0.045,0.290,0.042,0.334,0.038,0.535,0.665,0.079,0.013,0.046,0.033,0.561,0.514,0.374,0.212,0.082,0.299,0.181,0.087,0.009
Kota Tomohon,0.000,0.532,0.809,0.623,2.366,-,1.911,0.013,0.060,1.005,0.166,0.077,0.001,0.063,0.198,0.049,0.542,0.045,0.475,0.650,0.094,0.057,0.270,0.029,0.052,0.416,0.152,0.088,0.103,0.702,0.222,0.035,0.026
Kota Kotamobagu,0.000,0.223,1.523,0.582,2.556,-,3.192,0.074,0.141,1.273,0.231,0.121,0.002,0.044,0.307,0.028,0.619,0.041,0.399,0.381,0.104,0.526,0.183,0.026,1.113,0.352,0.245,0.154,0.171,0.363,0.234,0.355,0.001
Banggai Kepulauan,0.000,0.024,0.287,0.065,3.564,-,0.989,0.005,0.035,0.836,0.043,0.072,0.005,0.002,0.120,0.003,0.062,0.056,0.221,0.143,0.033,0.003,0.009,0.058,0.051,0.017,0.155,0.059,0.038,0.344,0.014,0.269,0.031
Banggai,0.000,0.084,0.797,0.227,2.928,-,1.839,0.022,0.107,1.121,0.120,0.204,0.020,0.055,0.212,0.042,0.234,0.046,0.293,0.217,0.092,0.071,0.012,0.187,0.476,0.145,0.241,0.148,0.260,0.578,0.132,0.411,0.002
Morowali,0.000,0.201,1.669,0.518,1.646,-,2.009,0.017,0.112,1.377,0.060,0.083,0.006,0.067,0.142,0.036,0.171,0.054,0.534,0.088,0.064,0.008,0.023,0.249,0.052,0.133,0.262,0.162,0.306,0.629,0.059,0.352,0.002
Poso,0.000,0.108,0.466,0.360,2.686,-,1.582,0.054,0.084,1.595,0.055,0.200,0.004,0.027,0.213,0.015,0.170,0.055,0.560,0.221,0.141,0.081,0.068,0.101,0.117,0.275,0.148,0.101,0.486,1.046,0.046,0.069,0.073
Donggala,0.000,0.251,0.527,0.193,1.529,-,1.466,0.047,0.069,0.538,0.068,0.060,0.000,0.014,0.091,0.010,0.098,0.069,0.182,0.053,0.026,0.203,0.017,0.199,0.361,0.042,0.042,0.144,0.144,0.238,0.040,0.108,0.001
Toli-Toli,0.000,0.159,0.488,0.351,3.074,-,1.781,0.017,0.080,0.638,0.100,0.275,0.012,0.034,0.277,0.009,0.164,0.089,1.559,0.301,0.116,0.705,0.020,0.120,0.287,0.197,0.143,0.102,0.312,0.440,0.112,0.254,0.011
Buol,0.000,0.071,0.669,0.424,2.051,-,1.956,0.017,0.043,0.312,0.089,0.129,0.001,0.009,0.158,0.012,0.101,0.087,0.666,0.155,0.059,0.018,0.025,0.429,0.593,0.108,0.298,0.192,0.405,0.248,0.048,0.134,0.002
Parigi Moutong,0.000,0.055,0.376,0.312,1.863,-,2.038,0.044,0.121,0.964,0.039,0.045,0.023,0.099,0.097,0.013,0.114,0.052,0.311,0.092,0.038,0.028,0.010,0.427,0.189,0.078,0.171,0.203,0.284,0.671,0.065,0.222,0.001
Tojo Una-Una,0.000,0.082,0.931,0.194,2.048,-,1.623,0.024,0.100,0.334,0.047,0.206,0.000,0.031,0.267,0.016,0.073,0.070,0.617,0.243,0.094,0.010,0.020,0.193,1.164,0.060,0.100,0.139,0.114,0.641,0.041,0.282,0.004
Sigi,0.000,0.255,0.505,0.496,1.664,-,1.802,0.067,0.105,1.019,0.077,0.232,0.016,0.033,0.140,0.035,0.127,0.093,1.252,0.102,0.063,0.179,0.017,0.300,0.475,0.073,0.070,0.121,0.184,0.820,0.016,0.260,0.036
Banggai Laut,0.000,0.083,1.251,0.059,3.135,-,1.055,0.009,0.040,0.622,0.076,0.147,0.001,0.006,0.212,0.006,0.069,0.095,0.280,0.201,0.020,0.014,0.007,0.094,0.150,0.039,0.079,0.036,0.025,0.128,0.044,0.256,0.006
Morowali Utara,0.000,0.069,0.414,0.251,1.424,-,0.927,0.013,0.074,0.786,0.028,0.123,0.005,0.071,0.105,0.014,0.188,0.040,0.427,0.199,0.051,0.026,0.011,0.125,0.321,0.095,0.355,0.096,0.123,0.611,0.061,0.130,0.023
Kota Palu,0.000,0.666,1.106,0.402,2.005,-,2.392,0.082,0.141,2.189,0.258,0.233,0.020,0.052,0.365,0.093,0.301,0.074,0.652,0.339,0.376,0.316,0.074,0.664,0.398,0.654,0.503,0.234,0.277,0.434,0.149,0.242,0.005
Kepulauan Selayar,0.000,0.201,1.269,0.713,4.223,-,1.940,0.021,0.075,0.123,0.246,0.497,0.040,0.011,0.284,0.037,0.369,0.156,0.750,0.289,0.201,0.207,0.005,0.016,0.201,0.182,0.335,0.151,0.067,0.818,0.019,0.166,0.003
Bulukumba,0.000,0.431,0.957,0.320,2.350,-,2.618,0.019,0.100,0.345,0.084,0.126,0.001,0.036,0.100,0.010,0.421,0.163,1.297,0.124,0.063,0.142,0.011,0.030,0.226,0.238,0.157,0.385,0.167,0.453,0.068,0.073,0.000
Bantaeng,0.000,0.206,1.391,1.053,3.249,-,3.748,0.023,0.067,0.710,0.115,0.028,0.014,0.019,0.114,0.016,0.660,0.078,0.547,0.106,0.054,0.087,0.012,0.265,0.762,0.378,0.048,0.426,0.124,0.837,0.122,0.104,0.008
Jeneponto,0.000,0.249,1.488,1.071,1.389,-,2.154,0.052,0.138,0.220,0.165,0.053,0.021,0.027,0.055,0.007,0.805,0.242,0.936,0.072,0.030,0.088,0.006,0.138,0.098,0.331,0.128,0.688,0.198,0.692,0.108,0.075,0.006
Takalar,0.000,0.210,0.875,0.715,2.035,-,1.968,0.013,0.056,0.363,0.096,0.477,0.019,0.061,0.172,0.019,1.098,0.094,0.726,0.469,0.081,0.071,0.004,0.174,0.218,0.289,0.131,0.594,0.139,0.573,0.094,0.226,0.035
Gowa,0.000,0.294,1.071,0.682,2.104,-,2.577,0.075,0.074,0.596,0.184,0.124,0.040,0.088,0.093,0.037,0.890,0.102,0.917,0.117,0.094,0.202,0.017,0.365,0.079,0.379,0.234,0.440,0.103,0.851,0.128,0.146,0.010
Sinjai,0.000,0.428,1.202,0.791,2.611,-,3.370,0.013,0.045,0.425,0.083,0.211,0.006,0.039,0.112,0.008,0.312,0.136,1.016,0.164,0.159,0.119,0.007,0.046,0.508,0.326,0.072,0.465,0.082,0.777,0.047,0.119,0.010
Maros,0.000,0.272,1.175,0.408,2.237,-,2.266,0.037,0.087,0.916,0.095,0.084,0.014,0.036,0.091,0.017,0.658,0.060,0.535,0.133,0.071,0.399,0.006,0.183,0.085,0.402,0.251,0.243,0.517,0.294,0.114,0.102,0.001
Pangkajene dan Kepulauan,0.000,0.260,1.181,0.660,2.126,-,1.889,0.028,0.101,0.692,0.175,0.162,0.009,0.037,0.074,0.020,0.655,0.160,1.015,0.092,0.075,0.321,0.031,0.254,0.170,0.258,0.281,0.208,0.131,0.875,0.070,0.055,0.004
Barru,0.000,0.113,1.446,0.586,2.061,-,2.767,0.011,0.060,0.414,0.080,0.054,0.001,0.026,0.039,0.001,0.421,0.107,0.806,0.032,0.040,0.115,0.000,0.064,0.215,0.143,0.162,0.176,0.070,0.421,0.035,0.079,0.003
Bone,0.000,0.210,1.143,0.637,1.019,-,1.882,0.010,0.076,0.417,0.100,0.072,0.009,0.014,0.030,0.012,0.405,0.100,0.575,0.052,0.063,0.056,0.012,0.095,0.096,0.276,0.090,0.242,0.035,0.288,0.082,0.052,0.000
Soppeng,0.000,0.143,0.763,0.610,1.602,-,1.867,0.029,0.040,0.808,0.086,0.129,0.025,0.039,0.084,0.011,0.222,0.144,0.721,0.066,0.045,0.055,0.018,0.067,0.213,0.345,0.083,0.106,0.061,0.879,0.036,0.085,0.000
Wajo,0.000,0.230,1.140,0.704,1.662,-,2.073,0.020,0.083,1.594,0.161,0.016,0.000,0.031,0.036,0.031,0.401,0.107,0.848,0.042,0.055,0.268,0.001,0.243,0.196,0.438,0.150,0.463,0.260,1.143,0.059,0.109,0.000
Sidenreng Rappang,0.000,0.456,1.710,0.996,1.955,-,3.109,0.061,0.124,0.890,0.205,0.032,0.003,0.050,0.196,0.037,0.548,0.170,0.939,0.121,0.074,0.172,0.052,0.744,0.223,0.244,0.243,0.346,0.155,1.323,0.135,0.113,0.001
Pinrang,0.000,0.171,1.999,0.478,2.151,-,3.319,0.034,0.080,1.168,0.125,0.107,0.003,0.033,0.122,0.012,0.444,0.122,0.865,0.095,0.064,0.281,0.006,0.335,0.059,0.248,0.230,0.351,0.084,1.024,0.094,0.298,0.000
Enrekang,0.000,0.149,0.837,0.269,1.659,-,2.609,0.016,0.020,0.570,0.025,0.087,0.002,0.039,0.141,0.004,0.260,0.083,0.570,0.047,0.033,0.033,0.024,0.115,0.050,0.109,0.047,0.199,0.070,0.400,0.055,0.076,0.001
Luwu,0.000,0.252,1.009,0.569,0.949,-,1.570,0.021,0.105,0.688,0.094,0.086,0.027,0.043,0.095,0.020,0.288,0.071,0.692,0.079,0.039,0.091,0.002,0.424,0.094,0.188,0.155,0.457,0.182,0.559,0.090,0.143,0.002
Tana Toraja,0.000,0.046,0.638,0.409,1.188,-,1.434,0.013,0.022,0.807,0.022,0.127,0.000,0.006,0.044,0.008,0.223,0.048,0.400,0.074,0.110,0.013,0.004,0.009,0.017,0.121,0.014,0.102,0.154,0.785,0.030,0.047,0.220
Luwu Utara,0.000,0.160,0.925,0.480,1.412,-,1.324,0.012,0.142,1.065,0.073,0.124,0.042,0.105,0.172,0.021,0.284,0.078,0.377,0.169,0.065,0.094,0.007,0.375,0.224,0.217,0.076,0.493,0.105,0.523,0.123,0.226,0.017
Luwu Timur,0.000,0.344,0.777,0.544,1.160,-,1.715,0.041,0.106,0.641,0.059,0.209,0.005,0.037,0.244,0.015,0.392,0.123,0.600,0.133,0.131,0.313,0.007,0.570,0.125,0.173,0.239,0.263,0.118,0.446,0.119,0.089,0.023
Toraja Utara,0.000,0.201,0.540,0.368,1.792,-,1.279,0.036,0.014,0.536,0.026,0.080,0.000,0.010,0.043,0.005,0.195,0.060,0.455,0.037,0.067,0.066,0.005,0.046,0.035,0.101,0.017,0.273,0.087,0.891,0.059,0.036,0.161
Kota Makasar,0.000,0.683,1.217,0.921,3.615,-,2.712,0.109,0.159,0.842,0.294,0.193,0.024,0.112,0.230,0.081,1.152,0.131,1.009,0.245,0.242,0.448,0.108,0.299,0.415,0.648,0.343,0.435,0.348,0.467,0.185,0.225,0.002
Kota Parepare,0.000,0.459,1.441,0.493,3.018,-,3.076,0.075,0.111,1.549,0.318,0.267,0.004,0.053,0.414,0.103,0.658,0.281,0.944,0.358,0.201,0.508,0.051,0.162,0.241,0.774,0.349,0.595,0.097,0.696,0.188,0.367,0.018
Kota Palopo,0.000,0.160,1.072,0.311,1.233,-,1.761,0.052,0.094,1.154,0.067,0.039,0.002,0.043,0.201,0.010,0.463,0.054,0.324,0.084,0.125,0.120,0.028,0.449,0.433,0.445,0.179,0.667,0.101,0.427,0.199,0.434,0.008
Buton,0.000,0.298,3.249,0.536,1.395,-,2.326,0.056,0.045,0.226,0.064,0.148,0.005,0.005,0.168,0.003,0.067,0.154,0.609,0.114,0.033,0.004,0.001,0.077,0.401,0.377,0.065,0.400,0.114,0.291,0.071,0.371,0.004
Muna,0.000,0.093,3.113,0.496,1.232,-,1.435,0.028,0.030,0.555,0.034,0.103,0.002,0.012,0.084,0.001,0.059,0.088,0.491,0.042,0.026,0.010,0.001,0.094,0.128,0.245,0.100,0.265,0.111,0.056,0.032,0.180,0.035
Konawe,0.000,0.142,0.998,0.473,2.814,-,2.653,0.024,0.180,0.584,0.061,0.087,0.009,0.032,0.091,0.009,0.266,0.119,0.476,0.053,0.058,0.189,0.011,0.265,0.048,0.212,0.129,0.487,0.202,0.411,0.067,0.133,0.026
Kolaka,0.000,0.105,0.936,1.313,2.419,-,2.463,0.044,0.133,0.297,0.077,0.225,0.003,0.034,0.111,0.012,0.405,0.087,1.332,0.145,0.104,0.084,0.010,0.187,0.136,0.297,0.196,0.422,0.304,0.610,0.043,0.249,0.005
Konawe Selatan,0.000,0.029,0.812,0.392,1.847,-,2.887,0.027,0.106,0.660,0.024,0.074,0.013,0.023,0.038,0.003,0.194,0.089,0.696,0.055,0.031,0.045,0.001,0.176,0.263,0.212,0.138,0.326,0.306,0.448,0.035,0.089,0.002
Bombana,0.000,0.077,1.592,0.659,1.155,-,1.480,0.047,0.133,0.282,0.050,0.321,0.004,0.026,0.318,0.010,0.253,0.062,0.726,0.259,0.091,0.048,0.005,0.148,0.015,0.173,0.271,0.554,0.238,0.179,0.073,0.133,0.006
Wakatobi,0.000,0.140,3.744,0.466,1.742,-,2.036,0.056,0.015,0.211,0.029,0.165,0.006,0.003,0.250,0.000,0.181,0.059,0.438,0.231,0.015,0.003,0.005,0.030,0.328,0.165,0.176,0.095,0.069,0.199,0.020,0.674,0.003
Kolaka Utara,0.000,0.279,1.763,0.455,2.178,-,2.630,0.100,0.149,0.118,0.135,0.146,0.007,0.027,0.144,0.020,0.419,0.139,0.685,0.117,0.064,0.235,0.002,0.148,0.153,0.120,0.197,0.751,0.166,0.422,0.046,0.114,0.005
Buton Utara,0.000,0.084,2.045,0.344,2.618,-,2.381,0.096,0.056,0.362,0.014,0.090,0.003,0.004,0.176,0.013,0.066,0.265,0.737,0.112,0.024,0.020,0.003,0.066,0.268,0.199,0.158,0.447,0.134,0.080,0.045,0.577,0.008
Konawe Utara,0.000,0.035,1.096,0.371,2.767,-,2.045,0.009,0.076,0.653,0.036,0.175,0.003,0.012,0.086,0.001,0.270,0.157,0.394,0.092,0.087,0.076,0.000,0.224,0.445,0.263,0.222,0.363,0.232,0.567,0.058,0.136,0.016
Kolaka Timur,0.000,0.025,0.408,0.556,2.435,-,2.417,0.022,0.081,0.483,0.026,0.185,0.001,0.014,0.115,0.003,0.209,0.051,0.609,0.174,0.031,0.060,0.001,0.072,0.296,0.269,0.099,0.135,0.101,0.592,0.013,0.065,0.003
Konawe Kepulauan,0.000,0.040,0.900,0.518,2.696,-,2.058,0.017,0.038,0.638,0.050,0.019,0.004,0.002,0.053,0.001,0.132,0.095,0.322,0.035,0.017,0.042,0.000,0.198,0.017,0.268,0.098,0.106,0.133,0.256,0.056,0.116,0.000
Muna Barat,0.000,0.038,2.841,0.819,0.924,-,1.971,0.028,0.054,0.266,0.032,0.015,0.012,0.009,0.016,0.002,0.074,0.057,0.497,0.003,0.004,0.001,0.000,0.109,0.096,0.105,0.027,0.369,0.064,0.148,0.034,0.311,0.050
Buton Tengah,0.000,0.148,3.343,0.352,2.007,-,2.226,0.057,0.008,0.073,0.071,0.083,0.007,0.009,0.128,0.022,0.118,0.141,0.481,0.072,0.046,0.000,0.000,0.060,0.823,0.251,0.149,0.601,0.160,0.758,0.049,0.262,0.002
Buton Selatan,0.000,0.155,3.615,1.029,1.264,-,2.530,0.066,0.009,0.188,0.039,0.247,0.006,0.005,0.215,0.001,0.091,0.067,0.536,0.257,0.014,0.018,0.000,0.067,0.281,0.185,0.009,0.467,0.221,0.234,0.056,0.345,0.002
Kota Kendari,0.000,0.343,1.559,0.491,2.846,-,3.192,0.110,0.124,0.935,0.135,0.380,0.003,0.052,0.320,0.021,0.350,0.115,0.648,0.324,0.210,0.223,0.037,0.239,0.493,0.689,0.410,0.572,0.209,0.303,0.171,0.185,0.004
Kota Baubau,0.000,0.309,2.934,0.348,0.922,-,2.232,0.024,0.034,0.612,0.072,0.050,0.002,0.023,0.101,0.006,0.166,0.039,0.404,0.094,0.045,0.037,0.008,0.058,0.323,0.397,0.267,0.259,0.188,0.175,0.197,0.232,0.004
Boalemo,0.000,0.047,0.760,0.345,2.446,-,2.444,0.052,0.037,0.890,0.105,0.377,0.018,0.024,0.111,0.001,0.105,0.030,0.453,0.325,0.058,0.052,0.006,0.182,0.008,0.197,0.173,0.121,0.641,0.156,0.103,0.373,0.036
Gorontalo,0.000,0.318,0.956,0.214,2.335,-,2.615,0.070,0.053,0.861,0.194,0.271,0.026,0.032,0.104,0.018,0.238,0.043,0.686,0.232,0.181,0.013,0.034,0.101,0.516,0.259,0.150,0.051,0.557,0.362,0.131,0.366,0.024
Pohuwato,0.000,0.137,0.638,0.163,1.718,-,1.425,0.014,0.086,1.171,0.102,0.223,0.003,0.043,0.190,0.008,0.118,0.006,0.535,0.218,0.086,0.055,0.042,0.162,0.022,0.194,0.373,0.236,0.752,0.207,0.099,0.205,0.024
Bone Bolango,0.000,0.353,1.070,0.461,3.259,-,3.046,0.177,0.089,0.497,0.265,0.987,0.006,0.048,0.418,0.022,0.245,0.137,0.562,0.481,0.279,0.071,0.078,0.199,0.202,0.509,0.213,0.193,0.715,0.514,0.172,0.366,0.008
Gorontalo Utara,0.000,0.059,0.354,0.289,2.135,-,1.920,0.057,0.027,1.070,0.196,0.122,0.001,0.021,0.093,0.005,0.134,0.043,0.760,0.120,0.044,0.011,0.014,0.058,0.127,0.107,0.236,0.149,0.524,0.318,0.163,0.237,0.066
Kota Gorontalo,0.000,0.250,0.753,0.252,2.101,-,2.215,0.091,0.106,1.422,0.213,0.187,0.002,0.054,0.204,0.023,0.172,0.038,0.269,0.468,0.188,0.045,0.068,0.179,0.352,0.679,0.405,0.166,0.258,0.332,0.134,0.164,0.001
Majene,0.000,0.215,1.151,0.320,3.252,-,1.752,0.009,0.068,1.446,0.105,0.042,0.051,0.015,0.222,0.007,0.202,0.099,1.171,0.041,0.046,0.027,0.018,0.158,0.218,0.264,0.164,0.276,0.084,0.758,0.054,0.145,0.003
Polewali Mandar,0.000,0.116,1.129,0.724,2.336,-,2.400,0.013,0.075,0.875,0.146,0.293,0.041,0.023,0.134,0.028,0.371,0.145,1.099,0.200,0.123,0.079,0.003,0.192,0.221,0.125,0.119,0.272,0.070,0.859,0.042,0.102,0.002
Mamasa,0.000,0.142,1.155,0.231,0.592,-,1.270,0.004,0.026,0.570,0.032,0.299,0.006,0.006,0.130,0.002,0.129,0.076,0.454,0.137,0.091,0.010,0.002,0.041,0.014,0.034,0.010,0.053,0.111,1.262,0.013,0.013,0.035
Mamuju,0.000,0.145,1.086,0.196,1.866,-,1.681,0.006,0.066,0.469,0.087,0.075,0.005,0.015,0.042,0.015,0.211,0.118,0.629,0.030,0.016,0.124,0.018,0.102,0.206,0.088,0.103,0.378,0.177,0.485,0.019,0.097,0.007
Mamuju Utara,0.000,0.145,0.851,0.506,1.694,-,1.672,0.013,0.123,0.590,0.077,0.133,0.005,0.020,0.107,0.037,0.254,0.072,1.083,0.076,0.056,0.037,0.007,0.221,0.145,0.084,0.239,0.258,0.215,0.598,0.050,0.125,0.002
Mamuju Tengah,0.000,0.101,0.612,0.497,1.049,-,1.496,0.006,0.157,0.577,0.092,0.040,0.011,0.018,0.015,0.003,0.228,0.137,0.764,0.011,0.014,0.028,0.011,0.260,0.068,0.089,0.227,0.425,0.111,0.490,0.051,0.048,0.002
Maluku Tenggara Barat,0.000,0.411,5.056,0.234,0.041,-,1.235,0.007,0.007,0.163,0.049,0.003,0.000,0.013,0.022,0.004,0.035,0.002,0.435,0.056,0.010,0.005,0.001,0.004,0.046,0.111,0.057,0.038,0.050,0.036,0.017,0.166,0.032
Maluku Tenggara,0.000,0.133,4.417,0.329,0.578,-,1.032,0.012,0.024,0.194,0.018,0.067,0.001,0.024,0.054,0.008,0.065,0.017,0.100,0.079,0.026,0.007,0.003,0.001,0.125,0.211,0.046,0.302,0.293,0.188,0.014,0.085,0.003
Maluku Tengah,0.000,0.236,4.097,0.077,0.557,-,1.921,0.014,0.023,0.213,0.157,0.072,0.001,0.022,0.108,0.010,0.140,0.021,0.232,0.125,0.005,0.008,0.033,0.027,0.694,0.080,0.126,0.167,0.102,0.252,0.053,0.096,0.017
Buru,0.000,0.364,2.899,0.209,0.208,-,1.951,0.014,0.059,0.325,0.083,0.105,0.005,0.038,0.043,0.022,0.106,0.021,0.325,0.031,0.023,0.009,0.045,0.007,0.054,0.131,0.111,0.084,0.102,0.166,0.026,0.085,0.002
Kepulauan Aru,0.000,0.193,2.968,0.156,0.300,-,1.132,0.006,0.005,0.157,0.045,0.062,0.004,0.011,0.041,0.013,0.050,0.002,0.199,0.120,0.021,0.001,0.000,0.008,0.143,0.139,0.061,0.097,0.103,0.111,0.009,0.103,0.004
Seram Bagian Barat,0.000,0.223,4.442,0.117,0.158,-,2.100,0.002,0.024,0.346,0.071,0.072,0.004,0.010,0.058,0.001,0.041,0.008,0.091,0.021,0.025,0.001,0.005,0.009,0.566,0.083,0.042,0.101,0.083,0.099,0.006,0.127,0.010
Seram Bagian Timur,0.000,3.086,0.031,0.164,0.575,-,2.484,0.026,0.036,0.476,0.045,0.046,0.006,0.005,0.049,0.009,0.071,0.013,0.132,0.044,0.011,0.011,0.034,0.009,2.340,0.061,0.051,0.025,0.016,0.251,0.022,1.108,0.005
Maluku Barat Daya,0.000,0.159,3.065,0.059,0.175,-,0.808,0.003,0.001,0.112,0.003,0.016,0.000,0.003,0.012,0.000,0.003,0.000,0.079,0.018,0.011,0.004,0.000,0.009,0.021,0.037,0.004,0.009,0.041,0.186,0.005,0.089,0.088
Buru Selatan,0.000,0.127,3.415,0.104,0.202,-,1.159,0.015,0.004,0.100,0.005,0.068,0.003,0.006,0.058,0.002,0.021,0.001,0.095,0.056,0.015,0.009,0.000,0.000,0.434,0.027,0.022,0.080,0.033,0.117,0.002,0.248,0.029
Kota Ambon,0.000,0.657,3.524,0.274,0.698,-,3.046,0.060,0.042,0.751,0.270,0.095,0.016,0.077,0.210,0.037,0.272,0.018,0.250,0.169,0.055,0.116,0.099,0.005,0.405,0.393,0.235,0.235,0.097,0.425,0.162,0.306,0.013
Kota Tual,0.000,0.150,4.359,0.288,0.487,-,1.384,0.049,0.032,0.234,0.079,0.015,0.000,0.049,0.020,0.032,0.131,0.013,0.091,0.023,0.011,0.010,0.007,0.029,0.110,0.084,0.152,0.433,0.579,0.132,0.026,0.229,0.003
