Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Sumbawa,0.000,0.348,2.294,0.595,1.501,-,3.090,0.041,0.221,1.184,0.066,0.128,0.049,0.112,0.139,0.039,0.520,0.085,0.859,0.149,0.110,0.951,0.011,0.015,0.896,0.660,0.198,0.668,0.587,0.949,0.191,0.258,0.000
Dompu,0.000,0.149,2.103,1.001,2.382,-,3.687,0.056,0.153,0.484,0.082,0.044,0.012,0.066,0.117,0.016,0.402,0.163,1.701,0.158,0.037,1.980,0.002,0.089,0.620,0.201,0.077,0.827,0.979,0.378,0.182,0.127,0.000
Bima,0.000,0.087,2.283,0.766,1.489,-,2.882,0.062,0.089,0.539,0.039,0.139,0.001,0.022,0.137,0.022,0.417,0.229,0.988,0.243,0.130,3.681,0.000,0.007,0.463,0.476,0.054,0.846,0.228,0.694,0.139,0.254,0.001
Sumbawa Barat,0.000,0.498,2.135,0.822,1.521,-,3.557,0.057,0.261,1.030,0.093,0.433,0.048,0.109,0.552,0.065,0.393,0.127,1.195,0.331,0.511,0.849,0.009,0.052,1.955,0.883,0.294,1.444,0.364,1.298,0.231,0.283,0.012
Lombok Utara,0.000,0.340,1.993,0.443,2.775,-,2.941,0.133,0.373,1.133,0.082,0.187,0.160,0.118,0.231,0.222,0.326,0.089,0.749,0.209,0.281,2.384,0.001,0.050,0.640,0.321,0.039,0.432,0.324,1.126,0.419,0.906,0.034
Kota Mataram,0.000,0.641,2.048,0.606,3.192,-,3.637,0.123,0.328,2.210,0.234,0.843,0.092,0.258,0.657,0.193,0.558,0.090,1.525,0.750,0.906,0.958,0.049,0.110,1.164,0.785,0.231,0.876,0.569,0.799,0.390,1.689,0.013
Kota Bima,0.000,0.244,3.272,0.686,2.439,-,3.777,0.129,0.187,1.422,0.212,0.130,0.004,0.079,0.222,0.071,0.639,0.169,0.504,0.388,0.128,0.205,0.014,0.020,1.168,1.096,0.286,0.701,0.076,0.553,0.278,0.553,0.004
Sumba Barat,0.000,0.168,0.806,0.358,0.066,-,1.234,0.002,0.006,0.187,0.017,0.287,0.002,0.008,0.186,0.002,0.041,0.006,0.790,0.014,0.125,0.003,0.003,0.015,0.040,0.095,0.022,0.308,0.075,0.889,0.035,0.003,0.016
Sumba Timur,0.000,0.083,1.387,0.104,0.514,-,1.269,0.020,0.014,0.605,0.014,0.231,0.004,0.044,0.193,0.014,0.072,0.017,0.164,0.026,0.031,0.031,0.004,0.000,0.111,0.230,0.017,0.313,0.477,0.987,0.038,0.135,0.011
Kupang,0.000,0.060,0.770,0.240,0.883,-,1.683,0.021,0.014,0.462,0.014,0.123,0.000,0.008,0.100,0.002,0.049,0.015,0.230,0.109,0.087,0.016,0.000,0.000,0.121,0.194,0.029,0.350,0.087,0.652,0.011,0.158,0.021
Timor Tengah Selatan,0.000,0.112,0.813,0.181,0.352,-,2.007,0.011,0.003,0.704,0.007,0.052,0.000,0.011,0.022,0.002,0.081,0.012,0.258,0.021,0.034,0.003,0.002,0.002,0.095,0.065,0.004,0.251,0.196,0.913,0.018,0.011,0.044
Timor Tengah Utara,0.000,0.293,0.892,0.323,0.768,-,2.356,0.010,0.012,0.349,0.005,0.024,0.000,0.017,0.015,0.003,0.075,0.005,0.860,0.007,0.016,0.088,0.000,0.000,0.084,0.109,0.033,0.041,0.259,0.425,0.003,0.063,0.019
Belu,0.000,0.606,2.046,0.207,1.119,-,2.498,0.032,0.011,0.189,0.015,0.012,0.001,0.028,0.014,0.006,0.151,0.007,0.958,0.016,0.021,0.062,0.000,0.048,0.252,0.280,0.028,0.110,0.084,0.304,0.021,0.106,0.012
Alor,0.000,0.201,1.381,0.399,0.237,-,1.239,0.032,0.025,0.533,0.014,0.051,0.000,0.014,0.044,0.004,0.029,0.035,0.440,0.025,0.014,0.023,0.000,0.002,0.032,0.151,0.027,0.021,0.071,0.812,0.013,0.729,0.078
Lembata,0.000,0.044,1.699,0.248,0.829,-,0.678,0.013,0.005,0.150,0.010,0.058,0.000,0.004,0.040,0.006,0.058,0.004,0.321,0.050,0.029,0.022,0.001,0.000,0.072,0.072,0.041,0.016,0.035,0.169,0.025,0.136,0.070
Flores Timur,0.000,0.230,1.520,0.500,1.066,-,1.367,0.027,0.008,0.103,0.011,0.078,0.001,0.003,0.037,0.005,0.058,0.004,0.618,0.032,0.016,0.005,0.000,0.004,0.025,0.044,0.028,0.010,0.261,0.292,0.027,0.049,0.011
Sikka,0.000,0.066,2.173,0.313,0.606,-,1.387,0.043,0.038,0.442,0.018,0.072,0.001,0.020,0.053,0.009,0.153,0.010,0.121,0.042,0.015,0.054,0.004,0.001,0.757,0.209,0.112,0.076,0.510,0.609,0.024,0.355,0.014
Ende,0.000,0.130,1.568,0.198,1.181,-,1.162,0.023,0.033,0.788,0.035,0.006,0.000,0.007,0.023,0.006,0.119,0.008,0.150,0.008,0.006,0.022,0.003,0.000,0.046,0.197,0.052,0.046,0.401,0.499,0.013,0.217,0.012
Ngada,0.000,0.131,1.270,0.234,1.119,-,1.146,0.011,0.016,0.072,0.023,0.437,0.003,0.026,0.359,0.004,0.219,0.022,0.489,0.283,0.139,0.016,0.001,0.001,0.074,0.073,0.002,0.022,0.075,0.720,0.018,0.013,0.127
Manggarai,0.000,0.099,0.676,0.357,0.595,-,0.894,0.009,0.004,0.058,0.007,0.551,0.007,0.020,0.502,0.007,0.119,0.008,0.221,0.502,0.038,0.033,0.000,0.006,0.004,0.045,0.005,0.015,0.150,1.962,0.027,0.006,0.021
Rote Ndao,0.000,0.165,0.558,0.175,0.524,-,1.708,0.005,0.015,0.375,0.012,0.091,0.000,0.020,0.056,0.005,0.061,0.007,0.084,0.043,0.021,0.043,0.000,0.002,0.105,0.196,0.022,0.035,0.062,0.346,0.017,0.161,0.010
Manggarai Barat,0.000,0.251,0.738,0.245,0.675,-,0.963,0.006,0.022,0.163,0.032,0.472,0.002,0.012,0.408,0.007,0.140,0.049,0.553,0.384,0.071,0.044,0.004,0.025,0.044,0.326,0.075,0.041,0.289,1.454,0.030,0.029,0.017
Sumba Tengah,0.000,0.070,0.690,0.141,0.187,-,0.793,0.013,0.006,0.134,0.008,0.427,0.001,0.010,0.315,0.002,0.036,0.022,0.167,0.070,0.104,0.027,0.004,0.000,0.033,0.047,0.002,0.091,0.170,1.076,0.013,0.043,0.016
Sumba Barat Daya,0.000,0.128,1.007,0.124,0.184,-,0.910,0.006,0.003,0.281,0.009,0.189,0.001,0.007,0.130,0.002,0.048,0.035,0.213,0.017,0.078,0.008,0.000,0.000,0.016,0.066,0.004,0.058,0.295,0.772,0.018,0.022,0.009
Nagekeo,0.000,0.095,1.124,0.480,0.311,-,0.583,0.021,0.021,0.233,0.004,0.326,0.000,0.018,0.231,0.001,0.080,0.039,0.337,0.174,0.067,0.110,0.002,0.000,0.025,0.035,0.006,0.026,0.064,0.633,0.023,0.078,0.008
Manggarai Timur,0.000,0.060,0.699,0.308,0.275,-,0.872,0.000,0.000,0.029,0.002,0.485,0.000,0.010,0.426,0.000,0.061,0.009,0.450,0.280,0.017,0.000,0.000,0.000,0.254,0.050,0.001,0.012,0.058,1.924,0.022,0.004,0.021
Sabu Raijua,0.000,0.098,1.136,0.234,0.131,-,0.859,0.045,0.011,0.250,0.022,0.145,0.003,0.007,0.093,0.003,0.087,0.041,0.112,0.057,0.049,0.015,0.000,0.001,0.194,0.282,0.028,0.234,0.043,0.182,0.019,0.247,0.006
Malaka,0.000,0.631,2.056,0.285,0.602,-,2.538,0.003,0.015,0.148,0.007,0.021,0.000,0.009,0.049,0.005,0.105,0.027,0.581,0.047,0.015,0.009,0.000,0.003,0.283,0.155,0.011,0.095,0.085,0.353,0.031,0.103,0.015
Kota Kupang,0.000,0.314,1.129,0.401,1.795,-,2.231,0.090,0.041,0.848,0.091,0.095,0.003,0.077,0.100,0.034,0.254,0.014,0.622,0.093,0.131,0.126,0.007,0.034,0.398,0.626,0.243,0.476,0.442,0.463,0.105,0.147,0.017
Sambas,0.000,0.382,1.089,0.326,3.415,-,4.566,0.031,0.064,0.437,0.147,0.054,0.169,0.096,0.088,0.035,0.330,0.033,0.572,0.050,0.076,0.633,0.248,0.027,0.306,0.038,0.032,0.053,0.096,1.459,0.119,1.458,0.000
Bengkayang,0.000,0.018,0.684,0.203,1.695,-,1.976,0.015,0.025,0.505,0.138,0.019,0.007,0.087,0.053,0.012,0.292,0.041,0.344,0.011,0.016,0.536,0.269,0.000,0.128,0.086,0.059,0.044,0.116,1.217,0.138,1.170,0.015
Landak,0.000,0.071,0.277,0.207,0.420,-,2.238,0.011,0.006,0.136,0.026,0.089,0.001,0.002,0.046,0.008,0.156,0.210,0.412,0.023,0.042,0.192,0.090,0.003,0.339,0.062,0.101,0.025,0.036,1.004,0.088,1.026,0.044
Mempawah,0.000,0.136,0.404,0.222,1.023,-,2.180,0.034,0.131,0.186,0.136,0.235,0.038,0.014,0.167,0.051,0.303,0.135,0.331,0.097,0.187,0.489,0.174,0.021,0.361,0.071,0.087,0.083,0.018,0.958,0.138,0.764,0.002
Sanggau,0.000,0.101,0.304,0.171,0.537,-,1.965,0.006,0.029,0.158,0.095,0.121,0.016,0.018,0.162,0.011,0.160,0.085,0.305,0.014,0.079,0.335,0.210,0.051,0.257,0.049,0.206,0.044,0.049,0.986,0.103,0.927,0.019
Ketapang,0.000,0.093,0.752,0.213,1.321,-,1.968,0.023,0.316,0.226,0.154,0.017,0.014,0.255,0.035,0.047,0.209,0.083,0.453,0.031,0.035,0.264,0.355,0.028,0.104,0.043,0.192,0.027,0.037,0.415,0.188,0.828,0.005
Sintang,0.000,0.037,0.310,0.090,0.516,-,2.018,0.027,0.035,0.053,0.069,0.013,0.010,0.014,0.041,0.023,0.108,0.044,0.258,0.009,0.021,0.351,0.165,0.223,0.076,0.025,0.251,0.065,0.135,1.084,0.099,0.308,0.005
Kapuas Hulu,0.000,0.258,1.196,0.171,1.372,-,2.749,0.036,0.034,0.051,0.148,0.063,0.035,0.030,0.033,0.028,0.182,0.133,0.305,0.010,0.018,0.324,0.253,0.061,0.304,0.051,0.219,0.052,0.032,0.425,0.082,1.403,0.015
Sekadau,0.000,0.156,0.445,0.155,1.028,-,2.216,0.037,0.038,0.375,0.050,0.085,0.008,0.010,0.140,0.016,0.091,0.080,0.209,0.031,0.080,0.171,0.090,0.117,0.090,0.279,0.107,0.053,0.083,1.564,0.113,0.743,0.064
Melawi,0.000,0.084,0.423,0.184,0.436,-,2.142,0.007,0.025,0.427,0.088,0.217,0.004,0.025,0.081,0.024,0.082,0.031,0.304,0.047,0.087,0.260,0.112,0.189,0.150,0.055,0.154,0.020,0.064,0.795,0.091,0.646,0.004
Kayong Utara,0.000,0.020,0.794,0.312,1.947,-,2.841,0.010,0.400,0.708,0.143,0.048,0.005,0.086,0.081,0.021,0.098,0.026,0.424,0.012,0.130,0.551,0.377,0.045,0.186,0.002,0.061,0.027,0.138,1.038,0.126,1.532,0.001
Kubu Raya,0.000,0.182,0.811,0.183,1.572,-,2.305,0.032,0.117,0.529,0.147,0.047,0.050,0.021,0.070,0.039,0.255,0.112,0.312,0.032,0.106,0.549,0.227,0.030,0.235,0.138,0.092,0.078,0.043,0.763,0.234,0.920,0.000
Kota Pontianak,0.000,0.366,0.897,0.392,1.995,-,2.961,0.037,0.137,0.933,0.345,0.198,0.113,0.065,0.179,0.107,0.488,0.090,0.396,0.120,0.256,0.432,0.443,0.052,0.711,0.253,0.266,0.085,0.087,1.380,0.303,0.799,0.002
Kota Singkawang,0.000,0.252,1.086,0.347,3.443,-,2.354,0.042,0.072,0.692,0.207,0.091,0.055,0.094,0.120,0.033,0.497,0.085,0.464,0.086,0.215,0.613,0.317,0.069,0.746,0.243,0.171,0.080,0.115,2.233,0.319,0.422,0.001
Kotawaringin Barat,0.000,0.205,0.574,0.161,1.400,-,2.651,0.036,0.161,0.150,0.305,0.285,0.026,0.339,0.171,0.096,0.328,0.070,0.497,0.093,0.220,0.790,0.034,0.031,2.872,0.235,0.282,0.115,0.144,0.812,0.228,0.502,0.005
Kotawaringin Timur,0.000,0.124,0.492,0.303,2.366,-,3.016,0.034,0.078,0.395,0.147,0.065,0.034,0.243,0.080,0.052,0.303,0.046,0.426,0.028,0.086,0.482,0.019,0.010,2.989,0.135,0.291,0.339,0.142,1.012,0.209,0.558,0.000
Kapuas,0.000,0.159,1.252,0.261,2.305,-,3.094,0.040,0.084,0.259,0.109,0.224,0.100,0.205,0.140,0.072,0.212,0.229,0.500,0.182,0.117,2.093,0.019,0.003,0.133,0.212,0.189,0.213,0.300,0.927,0.091,0.866,0.005
Barito Selatan,0.000,0.384,0.994,0.336,1.670,-,2.825,0.036,0.106,0.119,0.117,0.210,0.079,0.283,0.118,0.080,0.334,0.193,0.568,0.117,0.148,0.808,0.039,0.013,0.794,0.220,0.175,0.181,0.327,0.639,0.152,0.865,0.001
Barito Utara,0.000,0.350,0.791,0.352,1.825,-,2.190,0.032,0.089,0.193,0.136,0.085,0.047,0.223,0.160,0.123,0.309,0.102,0.709,0.127,0.165,0.593,0.028,0.030,0.449,0.152,0.211,0.102,0.178,0.703,0.165,0.468,0.000
Sukamara,0.000,0.143,1.018,0.373,1.322,-,3.144,0.039,0.146,0.260,0.150,0.102,0.031,0.264,0.149,0.034,0.254,0.041,0.663,0.213,0.121,1.270,0.008,0.008,1.977,0.139,0.246,0.092,0.092,1.589,0.175,0.428,0.005
Lamandau,0.000,0.241,0.714,0.348,1.111,-,3.234,0.069,0.100,0.230,0.110,0.125,0.034,0.268,0.080,0.091,0.309,0.118,0.413,0.045,0.147,2.925,0.017,0.027,0.106,0.305,0.303,0.242,0.109,1.156,0.205,0.208,0.013
Seruyan,0.000,0.046,1.190,0.373,1.653,-,2.231,0.047,0.060,0.185,0.203,0.196,0.057,0.205,0.128,0.090,0.305,0.050,0.501,0.053,0.064,1.484,0.009,0.077,0.983,0.139,0.282,0.172,0.223,0.618,0.193,0.832,0.000
Katingan,0.000,0.134,0.653,0.182,3.423,-,2.913,0.023,0.094,0.078,0.166,0.056,0.052,0.314,0.075,0.058,0.309,0.141,0.438,0.067,0.095,0.351,0.014,0.017,1.149,0.077,0.199,0.173,0.129,0.974,0.121,0.859,0.006
Pulang Pisau,0.000,0.520,1.089,0.309,1.815,-,3.348,0.054,0.169,0.175,0.139,0.147,0.095,0.391,0.123,0.100,0.376,0.198,0.557,0.080,0.134,0.356,0.013,0.007,0.736,0.191,0.238,0.206,0.379,0.971,0.203,0.514,0.002
Gunung Mas,0.000,0.053,0.365,0.241,1.390,-,1.869,0.014,0.053,0.407,0.128,0.174,0.010,0.228,0.106,0.030,0.263,0.085,0.467,0.057,0.173,0.539,0.014,0.010,1.967,0.238,0.228,0.198,0.107,0.797,0.107,0.892,0.019
Barito Timur,0.000,0.165,0.663,0.255,1.599,-,2.001,0.030,0.057,0.301,0.126,0.435,0.058,0.341,0.352,0.123,0.242,0.113,0.573,0.203,0.348,1.256,0.030,0.013,1.883,0.351,0.184,0.246,0.228,1.265,0.126,0.474,0.001
Murung Raya,0.000,0.239,0.591,0.293,1.051,-,1.389,0.011,0.021,0.125,0.101,0.085,0.011,0.097,0.028,0.022,0.125,0.196,0.482,0.018,0.072,1.155,0.014,0.026,0.820,0.109,0.077,0.071,0.052,0.656,0.077,0.636,0.002
Kota Palangka Raya,0.000,0.320,1.009,0.298,2.146,-,3.540,0.046,0.158,0.495,0.359,0.323,0.139,0.417,0.246,0.189,0.678,0.087,0.377,0.246,0.365,1.142,0.081,0.053,0.740,0.358,0.393,0.158,0.139,2.023,0.190,0.705,0.000
Tanah Laut,0.000,0.302,1.082,0.436,2.605,-,2.855,0.030,0.103,0.644,0.086,0.153,0.172,0.279,0.246,0.126,0.258,0.177,0.554,0.092,0.145,1.301,0.033,0.008,2.683,0.101,0.120,0.111,0.183,1.761,0.213,0.625,0.006
Kota Baru,0.000,0.135,0.975,0.425,2.550,-,2.649,0.034,0.123,0.370,0.148,0.207,0.049,0.248,0.203,0.066,0.326,0.085,0.732,0.100,0.116,0.542,0.036,0.054,2.613,0.128,0.201,0.064,0.137,0.666,0.152,1.276,0.002
Banjar,0.000,0.292,1.873,0.551,2.816,-,3.631,0.028,0.138,0.914,0.270,0.467,0.129,0.306,0.301,0.094,0.376,0.223,0.605,0.375,0.467,2.332,0.112,0.037,0.965,0.425,0.136,0.134,0.316,1.835,0.262,0.564,0.000
Barito Kuala,0.000,0.252,1.924,0.448,3.230,-,3.456,0.010,0.082,0.634,0.092,0.243,0.069,0.282,0.209,0.056,0.260,0.178,0.846,0.179,0.236,1.025,0.065,0.010,2.851,0.188,0.166,0.233,0.324,1.309,0.168,0.709,0.000
Tapin,0.000,0.191,1.666,0.457,2.653,-,3.856,0.043,0.167,1.154,0.331,0.463,0.133,0.366,0.613,0.115,0.372,0.345,0.610,0.436,0.471,1.856,0.215,0.025,0.956,0.223,0.178,0.310,0.267,2.587,0.279,0.590,0.000
Hulu Sungai Selatan,0.000,0.154,1.668,0.518,3.576,-,4.217,0.050,0.156,0.764,0.318,0.649,0.357,0.266,0.712,0.056,0.278,0.428,0.712,0.698,0.526,1.103,0.209,0.002,1.971,0.179,0.088,0.211,0.318,2.840,0.192,0.932,0.000
Hulu Sungai Tengah,0.000,0.081,1.289,0.325,2.496,-,3.974,0.049,0.124,0.942,0.214,0.598,0.216,0.251,0.627,0.041,0.239,0.335,0.604,0.607,0.356,1.525,0.095,0.015,1.570,0.088,0.142,0.197,0.320,2.991,0.118,0.870,0.004
Hulu Sungai Utara,0.000,0.135,1.097,0.535,2.528,-,3.252,0.016,0.119,0.672,0.188,0.199,0.079,0.547,0.477,0.038,0.216,0.169,0.999,0.282,0.248,0.758,0.052,0.010,2.248,0.311,0.065,0.310,0.118,1.886,0.072,0.762,0.000
Tabalong,0.000,0.399,1.211,0.402,2.970,-,3.655,0.063,0.152,1.049,0.329,0.983,0.118,0.415,0.359,0.197,0.370,0.270,0.748,0.261,0.275,3.924,0.092,0.067,0.103,0.305,0.196,0.219,0.332,2.405,0.214,0.603,0.001
Tanah Bumbu,0.000,0.296,0.997,0.346,1.890,-,2.167,0.047,0.186,0.544,0.228,0.370,0.151,0.470,0.310,0.115,0.287,0.221,0.659,0.204,0.269,0.881,0.110,0.037,2.587,0.318,0.372,0.137,0.197,1.086,0.194,0.870,0.000
Balangan,0.000,0.107,1.109,0.179,2.945,-,3.131,0.021,0.104,0.616,0.227,0.772,0.153,0.440,0.592,0.101,0.187,0.432,1.083,0.492,0.531,1.345,0.022,0.032,3.012,0.190,0.085,0.477,0.276,2.206,0.135,1.129,0.000
Kota Banjarmasin,0.000,0.487,1.240,0.451,3.180,-,3.718,0.084,0.195,0.995,0.491,0.615,0.234,0.427,0.636,0.141,0.506,0.203,0.649,0.484,0.698,1.361,0.501,0.072,1.971,0.503,0.204,0.242,0.158,1.973,0.240,0.948,0.000
Kota Banjar Baru,0.000,0.573,1.435,0.465,2.439,-,3.206,0.034,0.146,1.065,0.397,0.303,0.287,0.336,0.522,0.270,0.481,0.151,0.631,0.427,0.612,1.463,0.185,0.095,0.813,0.359,0.319,0.246,0.306,1.622,0.299,0.453,0.000
Paser,0.000,0.328,0.967,0.204,1.347,-,2.470,0.047,0.115,0.539,0.202,0.060,0.040,0.295,0.186,0.072,0.258,0.143,0.415,0.150,0.156,0.858,0.039,0.086,0.994,0.131,0.357,0.079,0.106,0.884,0.176,0.661,0.001
Kutai Barat,0.000,0.162,0.551,0.316,0.735,-,1.968,0.026,0.097,0.595,0.201,0.115,0.029,0.181,0.168,0.093,0.317,0.113,0.361,0.089,0.170,1.282,0.016,0.004,1.280,0.146,0.311,0.072,0.191,0.671,0.062,1.234,0.002
Kutai Kartanegara,0.000,0.287,0.626,0.166,1.102,-,2.149,0.062,0.102,0.429,0.347,0.027,0.034,0.194,0.169,0.118,0.350,0.034,0.458,0.059,0.184,1.157,0.061,0.040,0.538,0.083,0.412,0.151,0.074,0.553,0.122,0.785,0.001
Kutai Timur,0.000,0.361,0.637,0.389,1.240,-,2.242,0.080,0.109,0.481,0.211,0.094,0.015,0.114,0.180,0.055,0.384,0.102,0.510,0.055,0.172,0.983,0.041,0.093,0.106,0.290,0.495,0.133,0.090,0.654,0.235,0.382,0.005
Berau,0.000,0.280,0.375,0.612,2.295,-,2.188,0.028,0.114,0.758,0.237,0.068,0.024,0.113,0.128,0.073,0.281,0.107,0.743,0.070,0.159,0.644,0.020,0.012,0.299,0.452,0.463,0.306,0.105,0.391,0.097,0.864,0.000
Penajam Paser Utara,0.000,0.312,0.623,0.335,1.701,-,2.260,0.005,0.108,0.772,0.260,0.058,0.017,0.239,0.167,0.035,0.300,0.044,0.456,0.092,0.118,1.343,0.024,0.130,0.927,0.167,0.469,0.035,0.087,0.736,0.156,1.131,0.000
Mahakam Ulu,0.000,0.087,0.175,0.189,0.541,-,1.086,0.016,0.032,0.050,0.094,0.040,0.001,0.065,0.023,0.024,0.101,0.055,0.284,0.007,0.033,0.314,0.018,0.004,0.297,0.080,0.522,0.061,0.034,0.227,0.051,0.452,0.002
Kota Balikpapan,0.000,0.680,0.872,0.411,1.981,-,1.616,0.111,0.183,1.125,0.432,0.218,0.092,0.332,0.288,0.113,0.527,0.100,0.452,0.196,0.391,0.586,0.125,0.043,0.443,0.409,0.423,0.159,0.190,1.401,0.213,0.521,0.000
Kota Samarinda,0.000,0.672,0.793,0.159,1.564,-,2.228,0.112,0.179,0.655,0.415,0.525,0.080,0.295,0.370,0.082,0.534,0.065,0.391,0.275,0.650,1.170,0.081,0.095,0.327,0.454,0.472,0.180,0.157,1.366,0.228,0.608,0.005
Kota Bontang,0.000,0.739,0.992,0.411,2.616,-,2.411,0.059,0.163,1.015,0.383,0.210,0.025,0.158,0.286,0.078,0.469,0.056,0.467,0.164,0.371,1.425,0.076,0.049,0.925,0.410,0.534,0.137,0.132,0.815,0.260,0.794,0.000
Malinau,0.000,0.263,0.195,0.137,0.604,-,1.138,0.020,0.030,0.378,0.159,0.539,0.009,0.142,0.290,0.053,0.165,0.123,0.237,0.178,0.252,0.675,0.028,0.012,0.044,0.153,0.286,0.030,0.050,0.898,0.070,0.653,0.006
Bulungan,0.000,0.249,0.382,0.440,1.891,-,2.748,0.026,0.094,0.514,0.197,0.068,0.014,0.187,0.229,0.056,0.212,0.100,0.386,0.062,0.168,1.376,0.070,0.103,0.073,0.257,0.347,0.075,0.114,0.833,0.109,1.110,0.000
Tana Tidung,0.000,0.297,0.471,0.513,0.872,-,1.006,0.029,0.115,0.747,0.119,0.056,0.005,0.183,0.040,0.055,0.158,0.204,0.233,0.021,0.147,0.747,0.053,0.033,0.121,0.092,0.347,0.117,0.085,0.237,0.154,0.896,0.003
Nunukan,0.000,0.435,0.392,0.295,1.614,-,2.935,0.007,0.049,0.463,0.214,0.202,0.017,0.073,0.087,0.096,0.304,0.058,0.415,0.054,0.106,1.351,0.015,0.023,0.126,0.160,0.429,0.077,0.080,0.457,0.103,1.295,0.009
Kota Tarakan,0.000,0.365,0.654,0.364,2.605,-,1.872,0.044,0.117,0.748,0.427,0.261,0.033,0.283,0.207,0.078,0.379,0.050,0.323,0.090,0.457,1.352,0.056,0.116,0.186,0.222,0.436,0.103,0.142,0.836,0.134,1.140,0.000
Bolaang Mongondow,0.000,0.064,1.248,0.303,2.106,-,2.741,0.057,0.077,0.291,0.135,0.099,0.044,0.022,0.201,0.024,0.376,0.095,0.344,0.200,0.078,0.348,0.152,0.035,0.154,0.117,0.218,0.106,0.083,0.372,0.122,0.105,0.022
Minahasa,0.000,0.313,0.820,0.585,2.082,-,2.225,0.020,0.046,0.837,0.188,0.129,0.005,0.046,0.287,0.027,0.409,0.037,0.369,0.605,0.138,0.152,0.302,0.042,0.289,0.254,0.205,0.157,0.123,0.668,0.095,0.027,0.024
Kepulauan Sangihe,0.000,0.067,1.012,0.446,3.744,-,1.811,0.015,0.022,0.347,0.060,0.126,0.000,0.001,0.126,0.004,0.224,0.030,0.614,0.213,0.051,0.023,0.028,0.000,0.141,0.166,0.039,0.016,0.016,1.165,0.033,0.135,0.010
Kepulauan Talaud,0.000,0.009,0.905,0.177,3.130,-,1.804,0.020,0.004,0.206,0.028,0.123,0.001,0.005,0.086,0.020,0.203,0.020,0.237,0.162,0.020,0.003,0.022,0.000,0.157,0.131,0.171,0.032,0.038,0.512,0.106,0.058,0.021
Minahasa Selatan,0.000,0.295,0.871,0.425,2.537,-,1.838,0.012,0.045,0.737,0.101,0.094,0.004,0.055,0.157,0.014,0.427,0.034,0.329,0.592,0.118,0.062,0.158,0.007,0.253,0.123,0.253,0.087,0.114,0.463,0.131,0.049,0.026
Minahasa Utara,0.000,0.443,1.074,0.741,2.129,-,1.776,0.058,0.080,0.527,0.215,0.222,0.012,0.071,0.421,0.082,0.385,0.061,0.309,0.681,0.131,0.134,0.102,0.027,0.285,0.364,0.399,0.159,0.153,0.330,0.146,0.070,0.016
Bolaang Mongondow Utara,0.000,0.107,0.965,0.376,2.172,-,2.673,0.039,0.044,0.438,0.104,0.071,0.002,0.014,0.179,0.006,0.149,0.099,0.271,0.213,0.054,0.017,0.119,0.089,0.129,0.075,0.194,0.104,0.174,0.451,0.088,0.091,0.004
Siau Tagulandang Biaro,0.000,0.043,0.510,0.248,2.173,-,0.904,0.004,0.031,0.322,0.071,0.383,0.001,0.025,0.254,0.005,0.138,0.059,0.151,0.387,0.063,0.020,0.029,0.001,0.060,0.095,0.043,0.025,0.063,0.913,0.049,0.058,0.026
Minahasa Tenggara,0.000,0.101,0.872,0.460,3.294,-,2.464,0.031,0.037,0.760,0.085,0.130,0.001,0.030,0.322,0.031,0.285,0.080,0.240,0.915,0.143,0.103,0.098,0.004,0.533,0.107,0.307,0.028,0.042,0.395,0.118,0.110,0.023
Bolaang Mongondow Selatan,0.000,0.030,1.165,0.246,2.336,-,2.488,0.072,0.044,0.181,0.163,0.133,0.000,0.012,0.100,0.009,0.228,0.080,0.331,0.115,0.072,0.069,0.016,0.039,0.529,0.040,0.245,0.029,0.137,0.196,0.048,0.200,0.019
Bolaang Mongondow Timur,0.000,0.184,1.045,0.249,2.540,-,2.458,0.071,0.097,0.306,0.213,0.080,0.004,0.017,0.208,0.025,0.371,0.069,0.388,0.372,0.071,0.331,0.072,0.009,0.053,0.057,0.165,0.073,0.116,0.130,0.165,0.081,0.006
Kota Manado,0.000,0.392,0.978,0.571,2.085,-,2.062,0.080,0.119,1.051,0.267,0.737,0.008,0.079,0.545,0.039,0.415,0.123,0.401,1.177,0.146,0.189,0.213,0.019,0.437,0.438,0.532,0.278,0.138,0.741,0.094,0.157,0.007
