Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Bima,0.000,0.137,2.194,0.601,1.228,-,3.271,0.063,0.085,0.596,0.097,0.148,0.001,0.032,0.160,0.033,0.408,0.161,0.783,0.184,0.147,3.839,0.003,0.011,0.272,0.423,0.053,0.631,0.401,0.417,0.167,0.217,0.000
Sumbawa Barat,0.000,0.458,2.291,0.846,1.432,-,2.644,0.052,0.209,0.794,0.082,0.623,0.039,0.102,0.522,0.102,0.366,0.058,1.143,0.368,0.511,0.585,0.015,0.061,1.694,0.984,0.322,1.299,0.491,1.023,0.216,0.180,-
Lombok Utara,0.000,0.294,1.744,0.334,2.424,-,2.948,0.103,0.355,0.785,0.045,0.240,0.103,0.134,0.276,0.247,0.258,0.174,0.828,0.174,0.377,1.272,0.003,0.024,1.188,0.261,0.051,0.208,0.394,1.136,0.375,0.636,0.024
Kota Mataram,0.000,0.572,1.809,0.611,3.470,-,3.715,0.101,0.265,1.662,0.174,0.723,0.090,0.261,0.722,0.217,0.539,0.065,1.506,0.665,0.894,1.031,0.035,0.069,1.076,0.710,0.263,0.681,0.365,0.831,0.385,1.401,0.009
Kota Bima,0.000,0.344,2.506,0.776,1.739,-,3.665,0.077,0.146,1.665,0.236,0.235,0.006,0.094,0.324,0.112,0.700,0.120,0.459,0.615,0.297,0.366,0.020,0.034,1.125,1.330,0.325,0.662,0.195,0.535,0.318,0.393,0.004
Sumba Barat,0.000,0.141,0.856,0.298,0.024,-,0.996,0.003,0.003,0.131,0.016,0.265,0.002,0.025,0.159,0.003,0.055,0.017,0.221,0.012,0.191,0.088,0.004,0.006,0.045,0.100,0.026,0.163,0.085,0.813,0.015,0.015,0.019
Sumba Timur,0.000,0.135,1.055,0.123,0.497,-,1.271,0.010,0.015,0.357,0.008,0.174,0.010,0.023,0.159,0.020,0.101,0.003,0.175,0.056,0.061,0.028,0.003,0.000,0.109,0.163,0.033,0.131,0.171,0.810,0.020,0.051,0.023
Kupang,0.000,0.054,0.604,0.151,0.688,-,1.237,0.019,0.008,0.360,0.007,0.174,-,0.011,0.124,0.001,0.050,0.015,0.415,0.088,0.051,0.020,0.001,-,0.142,0.137,0.012,0.118,0.055,0.611,0.007,0.045,0.017
Timor Tengah Selatan,0.000,0.083,0.843,0.190,0.315,-,1.445,0.013,0.010,0.665,0.014,0.158,0.000,0.065,0.048,0.005,0.151,0.025,0.227,0.071,0.163,0.031,0.001,0.000,0.110,0.142,0.006,0.069,0.101,0.776,0.022,0.015,0.064
Timor Tengah Utara,0.000,0.234,0.810,0.415,1.166,-,1.806,0.041,0.015,0.352,0.024,0.061,0.003,0.029,0.032,0.006,0.095,0.014,1.100,0.012,0.038,0.204,0.002,0.015,0.058,0.127,0.036,0.033,0.148,0.405,0.032,0.037,0.029
Belu,0.000,0.903,1.843,0.369,0.865,-,2.426,0.026,0.006,0.094,0.033,0.053,0.000,0.013,0.019,0.006,0.165,0.019,0.687,0.015,0.028,0.097,0.001,0.036,0.103,0.154,0.033,0.046,0.031,0.320,0.038,0.022,0.018
Alor,0.000,0.139,1.458,0.325,0.334,-,1.110,0.039,0.005,0.511,0.010,0.127,0.001,0.023,0.120,0.003,0.038,0.022,0.461,0.090,0.029,0.018,0.001,0.005,0.075,0.226,0.033,0.015,0.095,0.872,0.043,0.471,0.037
Lembata,0.000,0.073,1.336,0.264,0.840,-,0.456,0.004,0.002,0.053,0.002,0.194,0.000,0.002,0.088,0.002,0.036,0.007,0.288,0.140,0.010,0.019,-,0.000,0.038,0.069,0.028,0.021,0.038,0.241,0.019,0.069,0.037
Flores Timur,0.000,0.147,1.138,0.204,1.013,-,1.361,0.015,0.015,0.114,0.009,0.048,-,0.002,0.035,0.001,0.038,0.002,0.447,0.048,0.005,0.004,0.001,0.004,0.036,0.029,0.038,0.009,0.088,0.490,0.017,0.022,0.010
Sikka,0.000,0.212,2.359,0.220,0.397,-,0.836,0.045,0.036,0.627,0.028,0.103,-,0.014,0.071,0.012,0.104,0.011,0.270,0.045,0.029,0.023,0.004,0.001,0.270,0.184,0.117,0.046,0.282,0.861,0.029,0.270,0.016
Ende,0.000,0.139,1.759,0.247,1.453,-,0.987,0.041,0.040,0.641,0.008,0.097,-,0.024,0.060,0.004,0.171,0.013,0.205,0.067,0.035,0.025,-,0.001,0.021,0.176,0.048,0.078,0.202,0.550,0.017,0.100,0.013
Ngada,0.000,0.128,1.185,0.314,0.844,-,1.022,0.035,0.007,0.128,0.007,0.569,0.001,0.028,0.469,0.001,0.183,0.027,0.369,0.331,0.220,0.024,0.001,0.008,0.080,0.051,0.006,0.027,0.117,1.190,0.020,0.013,0.118
Manggarai,0.000,0.065,0.750,0.334,0.676,-,1.085,-,0.002,0.110,0.007,0.704,0.003,0.012,0.582,0.003,0.122,0.006,0.209,0.511,0.056,0.008,-,0.002,0.041,0.077,0.006,0.001,0.140,1.339,0.007,0.002,0.011
Rote Ndao,0.000,0.169,0.317,0.101,0.435,-,1.154,0.012,0.001,0.185,0.011,0.001,-,0.000,0.014,0.004,0.076,0.007,0.061,0.016,0.038,0.001,0.003,-,0.034,0.092,0.013,0.012,0.026,0.150,0.007,0.031,0.015
Manggarai Barat,0.000,0.157,0.674,0.349,0.717,-,0.906,0.003,0.013,0.231,0.023,0.547,0.001,0.022,0.507,0.008,0.107,0.022,0.589,0.379,0.110,0.144,0.003,0.023,0.065,0.254,0.069,0.103,0.162,1.518,0.011,0.026,0.009
Sumba Tengah,0.000,0.107,0.605,0.274,0.160,-,0.937,0.006,0.001,0.046,0.007,0.416,0.000,0.006,0.258,0.002,0.072,0.017,0.243,0.078,0.150,0.045,0.001,-,0.047,0.055,0.003,0.083,0.133,1.044,0.020,0.089,0.037
Sumba Barat Daya,0.000,0.086,0.908,0.342,0.209,-,0.873,0.006,0.011,0.285,0.002,0.251,0.001,0.005,0.127,0.000,0.041,0.048,0.387,0.031,0.084,0.001,0.000,0.001,0.031,0.076,0.003,0.084,0.225,0.965,0.018,0.021,0.023
Nagekeo,0.000,0.155,0.651,0.322,0.481,-,0.583,0.023,0.011,0.095,0.003,0.435,0.010,0.019,0.376,0.006,0.070,0.030,0.326,0.237,0.152,0.128,-,-,0.055,0.069,0.013,0.009,0.017,1.123,0.017,0.034,0.002
Manggarai Timur,0.000,0.076,0.520,0.307,0.533,-,1.106,-,0.004,0.090,0.002,0.373,-,0.016,0.289,0.001,0.095,0.026,0.518,0.229,0.026,0.001,0.000,-,0.198,0.051,0.001,0.015,0.078,1.701,0.009,-,0.019
Sabu Raijua,0.000,0.047,1.172,0.246,0.272,-,0.450,0.117,0.005,0.227,0.023,0.091,0.003,0.010,0.028,0.002,0.076,0.020,0.090,0.013,0.038,0.004,0.002,0.000,0.044,0.162,0.040,0.194,0.055,0.173,0.026,0.075,0.006
Malaka,0.000,0.129,1.043,0.362,0.596,-,2.068,0.010,0.003,0.086,0.013,0.039,-,0.006,0.022,0.005,0.102,0.023,0.456,0.023,0.034,0.017,0.002,0.020,0.355,0.108,0.013,0.068,0.071,0.350,0.025,0.088,0.024
Kota Kupang,0.000,0.537,1.474,0.572,1.694,-,2.217,0.099,0.040,0.684,0.123,0.219,0.005,0.077,0.158,0.026,0.218,0.022,0.671,0.157,0.200,0.513,0.004,0.012,0.208,0.371,0.298,0.245,0.396,0.501,0.112,0.055,0.006
Sambas,0.000,0.162,1.121,0.360,3.068,-,4.030,0.018,0.049,0.337,0.096,0.074,0.138,0.078,0.114,0.026,0.290,0.011,0.512,0.061,0.114,0.486,0.098,0.033,0.230,0.045,0.038,0.026,0.101,1.188,0.134,1.250,-
Bengkayang,0.000,0.097,0.697,0.267,1.082,-,1.940,0.012,0.031,0.336,0.063,0.017,0.011,0.027,0.044,0.009,0.199,0.032,0.449,0.018,0.044,0.315,0.096,0.000,0.126,0.069,0.105,0.041,0.196,0.668,0.145,0.721,0.020
Landak,0.000,0.081,0.403,0.262,0.462,-,2.238,0.026,0.011,0.189,0.017,0.039,0.001,0.001,0.072,0.033,0.195,0.191,0.291,0.013,0.036,0.273,0.129,0.011,0.274,0.038,0.126,0.033,0.101,1.292,0.143,0.710,0.045
Mempawah,0.000,0.190,0.751,0.214,0.892,-,1.919,0.031,0.116,0.102,0.124,0.263,0.028,0.024,0.254,0.052,0.263,0.050,0.278,0.086,0.217,0.549,0.185,0.011,0.253,0.063,0.091,0.064,0.055,0.948,0.166,0.674,0.004
Sanggau,0.000,0.164,0.419,0.226,0.745,-,1.794,0.010,0.026,0.325,0.050,0.146,0.007,0.016,0.161,0.025,0.136,0.060,0.436,0.050,0.140,0.178,0.057,0.018,0.370,0.092,0.202,0.049,0.049,0.900,0.134,0.873,0.031
Ketapang,0.000,0.137,0.725,0.389,1.083,-,1.896,0.025,0.260,0.134,0.122,0.072,0.034,0.140,0.069,0.033,0.155,0.051,0.450,0.031,0.100,0.237,0.154,0.026,0.076,0.025,0.162,0.029,0.026,0.537,0.136,0.566,0.001
Sintang,0.000,0.124,0.297,0.133,0.601,-,1.612,0.014,0.027,0.176,0.028,0.001,0.009,0.010,0.058,0.014,0.115,0.032,0.264,0.009,0.015,0.203,0.046,0.147,0.079,0.040,0.273,0.051,0.070,1.182,0.150,0.282,0.013
Kapuas Hulu,0.000,0.084,0.683,0.171,1.202,-,2.357,0.037,0.022,0.056,0.106,0.088,0.016,0.011,0.024,0.040,0.182,0.052,0.253,0.006,0.019,0.370,0.127,0.057,0.184,0.015,0.150,0.042,0.102,0.436,0.205,0.938,0.015
Sekadau,0.000,0.077,0.575,0.206,0.863,-,1.604,0.027,0.043,0.484,0.040,0.028,0.004,0.028,0.071,0.011,0.116,0.034,0.217,0.015,0.069,0.203,0.079,0.124,0.040,0.083,0.154,0.062,0.060,1.144,0.115,0.958,0.110
Melawi,0.000,0.075,0.398,0.237,0.368,-,2.586,0.011,0.013,0.305,0.038,0.091,0.009,0.012,0.034,0.025,0.094,0.035,0.356,0.009,0.049,0.272,0.110,0.236,0.113,0.138,0.148,0.057,0.066,0.757,0.173,0.806,0.014
Kayong Utara,0.000,0.082,0.646,0.278,2.146,-,2.467,0.042,0.424,0.518,0.155,0.064,0.012,0.039,0.086,0.019,0.125,0.033,0.368,0.043,0.199,0.495,0.220,0.019,0.228,0.018,0.058,0.063,0.081,1.011,0.192,0.751,-
Kubu Raya,0.000,0.105,0.615,0.118,1.559,-,2.202,0.026,0.142,0.459,0.129,0.037,0.033,0.021,0.076,0.029,0.246,0.061,0.305,0.028,0.064,0.464,0.087,0.015,0.249,0.168,0.073,0.053,0.032,0.510,0.222,1.088,0.001
Kota Pontianak,0.000,0.328,0.735,0.373,2.136,-,2.533,0.049,0.105,0.920,0.296,0.074,0.077,0.054,0.161,0.071,0.410,0.040,0.375,0.068,0.198,0.384,0.443,0.038,0.609,0.272,0.269,0.040,0.086,1.154,0.207,0.646,0.000
Kota Singkawang,0.000,0.264,0.882,0.454,3.368,-,2.292,0.039,0.077,0.763,0.133,0.049,0.041,0.026,0.122,0.047,0.349,0.033,0.514,0.067,0.211,0.540,0.184,0.023,0.590,0.350,0.175,0.082,0.214,1.988,0.251,0.433,0.003
Kotawaringin Barat,0.000,0.293,0.572,0.351,1.688,-,2.407,0.042,0.116,0.210,0.201,0.305,0.032,0.208,0.297,0.076,0.312,0.039,0.436,0.168,0.191,0.775,0.024,0.037,2.791,0.384,0.267,0.211,0.183,0.775,0.231,0.330,0.001
Kotawaringin Timur,0.000,0.204,0.986,0.370,2.348,-,2.679,0.037,0.091,0.312,0.110,0.153,0.035,0.128,0.086,0.042,0.258,0.074,0.604,0.063,0.112,0.632,0.015,0.010,2.188,0.161,0.370,0.150,0.209,0.769,0.180,0.470,0.007
Kapuas,0.000,0.122,1.183,0.237,2.565,-,2.874,0.029,0.122,0.122,0.097,0.116,0.122,0.209,0.102,0.081,0.258,0.153,0.469,0.096,0.067,1.013,0.035,0.007,0.089,0.123,0.142,0.144,0.274,0.741,0.115,0.505,-
Barito Selatan,0.000,0.524,0.741,0.418,1.092,-,2.250,0.049,0.174,0.035,0.155,0.156,0.110,0.215,0.101,0.077,0.348,0.181,0.682,0.099,0.085,0.510,0.039,0.022,0.297,0.117,0.250,0.153,0.175,0.737,0.210,0.433,-
Barito Utara,0.000,0.197,0.954,0.324,1.471,-,2.196,0.047,0.081,0.198,0.106,0.018,0.030,0.267,0.123,0.108,0.326,0.085,0.546,0.106,0.080,0.166,0.023,0.015,0.786,0.080,0.288,0.068,0.128,0.534,0.134,0.491,0.004
Sukamara,0.000,0.184,1.348,0.364,1.367,-,2.346,0.081,0.112,0.225,0.152,0.051,0.022,0.178,0.117,0.076,0.204,0.091,0.382,0.075,0.140,1.324,0.065,0.021,2.146,0.205,0.202,0.150,0.155,1.107,0.262,0.343,0.004
Lamandau,0.000,0.257,0.621,0.304,0.974,-,2.018,0.056,0.099,0.185,0.081,0.045,0.039,0.145,0.081,0.112,0.264,0.051,0.426,0.029,0.115,1.202,0.014,0.024,0.113,0.190,0.286,0.250,0.140,0.623,0.217,0.140,0.028
Seruyan,0.000,0.181,0.943,0.376,1.352,-,2.831,0.043,0.089,0.093,0.115,0.093,0.027,0.115,0.120,0.072,0.294,0.079,0.566,0.021,0.064,1.238,0.025,0.034,1.324,0.079,0.262,0.278,0.331,0.441,0.232,0.627,0.011
Katingan,0.000,0.223,0.700,0.272,3.237,-,2.280,0.026,0.057,0.097,0.105,0.149,0.088,0.177,0.066,0.067,0.348,0.059,0.457,0.045,0.132,0.427,0.022,0.008,1.342,0.058,0.274,0.129,0.117,0.601,0.140,1.042,0.010
Pulang Pisau,0.000,0.218,1.609,0.337,1.456,-,2.939,0.023,0.186,0.277,0.063,0.070,0.104,0.218,0.077,0.110,0.304,0.086,0.466,0.059,0.059,0.346,0.005,0.005,0.816,0.057,0.203,0.201,0.136,0.561,0.246,0.369,0.002
Gunung Mas,0.000,0.118,0.396,0.265,1.768,-,1.560,0.019,0.055,0.274,0.094,0.064,0.009,0.170,0.069,0.046,0.346,0.047,0.648,0.054,0.201,1.041,0.004,0.000,1.496,0.070,0.177,0.329,0.110,0.602,0.123,0.884,0.016
Barito Timur,0.000,0.172,0.672,0.265,1.737,-,1.547,0.040,0.041,0.201,0.096,0.243,0.054,0.200,0.223,0.095,0.201,0.077,0.554,0.124,0.298,1.173,0.036,0.013,1.776,0.124,0.217,0.245,0.093,1.065,0.108,0.303,-
Murung Raya,0.000,0.140,0.347,0.326,1.244,-,1.540,0.019,0.035,0.112,0.060,0.035,0.018,0.099,0.017,0.041,0.188,0.398,0.643,0.023,0.039,1.891,0.014,0.003,0.189,0.054,0.053,0.070,0.113,0.709,0.156,0.291,0.012
Kota Palangka Raya,0.000,0.363,0.689,0.312,1.676,-,1.860,0.025,0.117,0.365,0.287,0.131,0.097,0.239,0.184,0.150,0.510,0.020,0.393,0.146,0.250,0.467,0.105,0.040,0.451,0.248,0.404,0.201,0.146,1.035,0.246,0.376,0.006
Tanah Laut,0.000,0.287,1.116,0.557,2.742,-,2.457,0.031,0.122,0.340,0.075,0.106,0.111,0.251,0.205,0.089,0.232,0.061,0.685,0.084,0.131,0.966,0.042,0.010,2.672,0.096,0.120,0.115,0.190,1.194,0.159,0.503,-
Kota Baru,0.000,0.103,0.756,0.431,2.481,-,2.219,0.025,0.109,0.469,0.170,0.192,0.103,0.232,0.172,0.081,0.264,0.043,0.706,0.094,0.142,0.386,0.035,0.085,2.177,0.191,0.236,0.085,0.074,0.612,0.173,0.723,0.009
Banjar,0.000,0.359,1.827,0.600,2.909,-,3.132,0.029,0.119,0.775,0.272,0.689,0.108,0.299,0.429,0.114,0.300,0.143,0.916,0.400,0.704,1.965,0.084,0.023,1.518,0.393,0.189,0.120,0.260,1.365,0.311,0.401,-
Barito Kuala,0.000,0.417,1.615,0.519,3.177,-,3.140,0.025,0.075,0.369,0.105,0.396,0.071,0.305,0.253,0.064,0.202,0.073,1.005,0.280,0.294,1.739,0.112,0.009,1.566,0.151,0.194,0.134,0.246,1.428,0.158,0.525,-
Tapin,0.000,0.264,1.096,0.589,2.436,-,3.388,0.066,0.193,0.744,0.217,0.470,0.141,0.393,0.547,0.105,0.354,0.266,0.871,0.446,0.394,1.772,0.147,0.015,1.181,0.222,0.183,0.159,0.218,1.981,0.272,0.425,-
Hulu Sungai Selatan,0.000,0.291,1.403,0.543,3.765,-,4.454,0.057,0.150,0.836,0.217,0.578,0.281,0.252,0.752,0.055,0.293,0.310,0.693,0.629,0.399,1.462,0.125,0.050,1.730,0.161,0.095,0.263,0.305,2.791,0.166,0.687,0.003
Hulu Sungai Tengah,0.000,0.213,1.060,0.231,3.076,-,3.458,0.045,0.149,0.884,0.178,0.536,0.265,0.260,0.792,0.071,0.245,0.199,0.473,0.713,0.403,1.704,0.056,0.013,0.652,0.150,0.147,0.193,0.152,2.255,0.172,0.423,-
Hulu Sungai Utara,0.000,0.113,0.791,0.252,2.315,-,2.509,0.017,0.129,0.679,0.198,0.304,0.093,0.442,0.424,0.042,0.246,0.152,0.980,0.373,0.379,0.601,0.038,0.009,1.642,0.235,0.075,0.112,0.107,1.266,0.222,0.408,-
Tabalong,0.000,0.384,1.145,0.437,2.757,-,3.150,0.062,0.139,0.791,0.228,0.327,0.106,0.377,0.423,0.172,0.211,0.213,0.765,0.218,0.236,2.672,0.085,0.047,0.112,0.125,0.219,0.172,0.296,1.913,0.187,0.295,0.000
Tanah Bumbu,0.000,0.229,1.007,0.489,1.839,-,2.237,0.045,0.128,0.506,0.169,0.619,0.074,0.411,0.415,0.112,0.263,0.084,0.983,0.159,0.329,0.782,0.078,0.061,1.822,0.233,0.357,0.147,0.126,1.131,0.229,0.426,0.002
Balangan,0.000,0.189,0.913,0.168,2.336,-,3.278,0.016,0.101,0.580,0.178,0.591,0.146,0.366,0.482,0.126,0.240,0.184,0.963,0.372,0.454,1.553,0.071,0.019,3.470,0.148,0.102,0.566,0.193,1.734,0.244,0.683,-
Kota Banjarmasin,0.000,0.473,1.031,0.432,2.741,-,3.035,0.097,0.171,0.660,0.456,0.414,0.256,0.404,0.670,0.160,0.398,0.072,0.562,0.444,0.558,1.634,0.533,0.087,0.938,0.364,0.198,0.137,0.158,1.382,0.271,0.542,-
Kota Banjar Baru,0.000,0.463,1.177,0.463,1.943,-,2.446,0.029,0.140,0.705,0.267,0.235,0.138,0.190,0.434,0.145,0.360,0.070,0.612,0.330,0.400,1.249,0.125,0.038,0.187,0.288,0.305,0.219,0.299,1.152,0.254,0.242,0.001
Paser,0.000,0.220,0.778,0.287,1.299,-,1.951,0.028,0.103,0.333,0.172,0.273,0.083,0.119,0.088,0.079,0.244,0.105,0.529,0.063,0.108,0.673,0.048,0.084,1.086,0.216,0.354,0.048,0.074,0.479,0.178,0.220,-
Kutai Barat,0.000,0.179,0.737,0.374,0.589,-,1.269,0.016,0.104,0.604,0.177,0.024,0.014,0.134,0.083,0.070,0.189,0.037,0.279,0.018,0.080,0.982,0.023,0.005,0.866,0.154,0.370,0.029,0.099,0.392,0.048,0.404,0.001
Kutai Kartanegara,0.000,0.287,0.448,0.157,1.046,-,1.860,0.061,0.107,0.395,0.260,0.012,0.011,0.109,0.152,0.067,0.315,0.045,0.302,0.040,0.177,0.883,0.018,0.032,0.309,0.098,0.443,0.087,0.059,0.482,0.153,0.475,0.001
Kutai Timur,0.000,0.757,0.636,0.428,0.965,-,1.570,0.081,0.129,0.429,0.288,0.276,0.011,0.087,0.211,0.070,0.364,0.058,0.294,0.082,0.243,0.670,0.028,0.026,0.202,0.449,0.533,0.126,0.145,0.419,0.280,0.428,0.005
Berau,0.000,0.343,0.479,0.540,1.544,-,1.471,0.014,0.057,0.275,0.228,0.087,0.008,0.065,0.161,0.119,0.273,0.032,0.592,0.066,0.149,0.316,0.033,0.008,0.271,0.298,0.432,0.125,0.172,0.337,0.163,0.281,0.004
Penajam Paser Utara,0.000,0.511,0.728,0.259,1.120,-,1.921,0.020,0.084,0.509,0.127,0.077,0.009,0.104,0.147,0.023,0.267,0.019,0.421,0.047,0.097,0.550,0.004,0.076,1.110,0.131,0.456,0.063,0.080,0.326,0.183,0.698,-
Mahakam Ulu,0.000,0.059,0.250,0.345,0.720,-,1.024,0.004,0.027,0.082,0.040,0.029,-,0.094,0.060,0.011,0.153,0.046,0.302,0.007,0.013,0.315,0.004,0.000,0.396,0.073,0.434,0.091,0.050,0.586,0.043,0.409,0.022
Kota Balikpapan,0.000,0.695,0.921,0.355,2.025,-,1.356,0.134,0.141,0.984,0.348,0.140,0.118,0.272,0.253,0.132,0.487,0.046,0.403,0.161,0.316,0.456,0.137,0.060,0.313,0.390,0.424,0.149,0.226,0.974,0.197,0.480,0.006
Kota Samarinda,0.000,0.408,0.735,0.178,1.621,-,1.538,0.050,0.130,0.559,0.292,0.230,0.041,0.164,0.255,0.083,0.398,0.028,0.345,0.170,0.435,0.858,0.102,0.055,0.213,0.313,0.484,0.098,0.175,0.891,0.190,0.391,0.000
Kota Bontang,0.000,0.638,0.867,0.435,2.409,-,1.892,0.081,0.141,0.553,0.349,0.134,0.021,0.114,0.261,0.061,0.399,0.034,0.525,0.158,0.340,0.868,0.049,0.050,0.605,0.337,0.565,0.139,0.260,0.746,0.255,0.529,0.004
Malinau,0.000,0.195,0.094,0.163,0.474,-,0.818,0.016,0.032,0.196,0.086,0.202,0.008,0.059,0.109,0.054,0.108,0.020,0.164,0.056,0.091,0.384,0.017,0.001,0.042,0.102,0.264,0.023,0.037,0.581,0.040,0.372,0.008
Bulungan,0.000,0.233,0.392,0.423,1.714,-,2.174,0.013,0.060,0.399,0.107,0.075,0.004,0.146,0.124,0.050,0.172,0.008,0.403,0.072,0.151,0.935,0.034,0.035,0.123,0.186,0.335,0.126,0.124,0.624,0.089,0.617,0.015
Tana Tidung,0.000,0.345,0.241,0.515,0.858,-,1.196,0.034,0.080,0.405,0.136,0.063,0.006,0.113,0.048,0.032,0.202,0.063,0.537,0.041,0.089,0.601,0.029,0.034,0.032,0.196,0.368,0.090,0.071,0.369,0.169,0.477,0.002
Nunukan,0.000,0.513,0.533,0.520,2.161,-,2.810,0.027,0.033,0.246,0.143,0.031,0.003,0.068,0.065,0.104,0.191,0.043,0.347,0.012,0.166,1.139,0.013,0.043,0.066,0.107,0.386,0.091,0.064,0.477,0.127,0.760,0.006
Kota Tarakan,0.000,0.512,0.721,0.466,2.758,-,1.918,0.033,0.065,0.486,0.296,0.160,0.021,0.137,0.202,0.090,0.357,0.076,0.430,0.142,0.379,0.913,0.043,0.043,0.196,0.182,0.571,0.067,0.082,0.751,0.111,0.765,0.001
Bolaang Mongondow,0.000,0.141,1.178,0.368,2.192,-,2.116,0.064,0.077,0.381,0.092,0.102,0.006,0.018,0.193,0.024,0.301,0.041,0.298,0.241,0.090,0.189,0.110,0.018,0.037,0.100,0.250,0.095,0.078,0.362,0.154,0.082,0.031
Minahasa,0.000,0.389,0.820,0.488,1.792,-,1.567,0.020,0.052,0.414,0.111,0.136,0.004,0.038,0.372,0.030,0.320,0.026,0.257,0.715,0.138,0.071,0.149,0.035,0.282,0.201,0.206,0.083,0.100,0.703,0.094,0.044,0.015
Kepulauan Sangihe,0.000,0.095,0.978,0.420,3.214,-,1.568,0.003,0.011,0.242,0.065,0.266,0.001,0.014,0.127,0.003,0.108,0.006,0.407,0.297,0.068,0.021,0.018,-,0.113,0.056,0.030,0.062,0.031,1.157,0.042,0.069,0.020
Kepulauan Talaud,0.000,0.071,1.351,0.238,2.445,-,1.343,0.011,0.007,0.217,0.014,0.122,0.001,0.001,0.116,0.007,0.158,0.034,0.258,0.257,0.030,0.128,0.019,0.001,0.073,0.081,0.215,0.045,0.022,0.676,0.073,0.046,0.021
Minahasa Selatan,0.000,0.248,0.936,0.499,2.257,-,1.815,0.062,0.053,0.439,0.064,0.148,0.001,0.053,0.183,0.054,0.344,0.029,0.212,0.717,0.120,0.048,0.081,0.014,0.164,0.148,0.213,0.095,0.068,0.309,0.138,0.051,0.025
Minahasa Utara,0.000,0.307,1.102,0.527,2.321,-,1.547,0.067,0.078,0.314,0.142,0.178,0.003,0.041,0.355,0.046,0.276,0.029,0.313,0.650,0.143,0.105,0.085,0.012,0.197,0.339,0.345,0.124,0.240,0.369,0.144,0.051,0.017
Bolaang Mongondow Utara,0.000,0.067,1.033,0.367,2.567,-,1.969,0.024,0.041,0.385,0.071,0.069,0.007,0.029,0.198,0.010,0.195,0.054,0.309,0.326,0.063,0.021,0.074,0.092,0.085,0.057,0.208,0.061,0.181,0.475,0.082,0.071,0.011
Siau Tagulandang Biaro,0.000,0.062,0.415,0.316,2.005,-,0.759,0.002,0.017,0.177,0.044,0.225,0.001,0.015,0.157,0.002,0.106,0.010,0.126,0.232,0.040,0.054,0.049,-,0.026,0.058,0.054,0.019,0.046,0.932,0.042,0.050,0.040
Minahasa Tenggara,0.000,0.223,0.763,0.363,2.370,-,1.794,0.019,0.024,0.319,0.098,0.124,0.003,0.034,0.206,0.103,0.337,0.031,0.312,0.588,0.094,0.032,0.026,0.015,0.334,0.132,0.234,0.042,0.085,0.213,0.088,0.113,0.038
Bolaang Mongondow Selatan,0.000,0.043,0.809,0.231,2.261,-,1.653,0.022,0.039,0.165,0.069,0.076,-,0.003,0.105,0.007,0.208,0.025,0.389,0.132,0.056,0.082,0.009,0.031,0.167,0.059,0.216,0.023,0.026,0.130,0.078,0.073,0.004
Bolaang Mongondow Timur,0.000,0.312,1.217,0.229,2.110,-,1.743,0.039,0.108,0.275,0.119,0.032,-,0.038,0.139,0.021,0.319,0.069,0.258,0.298,0.054,0.376,0.080,0.015,0.047,0.078,0.182,0.051,0.081,0.226,0.151,0.077,0.007
Kota Manado,0.000,0.512,0.877,0.560,1.853,-,1.742,0.067,0.099,0.751,0.167,0.061,0.010,0.100,0.408,0.041,0.425,0.020,0.369,0.763,0.186,0.145,0.207,0.021,0.246,0.499,0.502,0.197,0.142,0.343,0.165,0.082,0.005
Kota Bitung,0.000,0.365,1.173,0.614,2.711,-,2.100,0.053,0.074,0.563,0.141,0.182,0.008,0.077,0.249,0.059,0.311,0.018,0.246,0.392,0.163,0.142,0.038,0.015,0.566,0.369,0.348,0.266,0.145,0.389,0.137,0.125,0.014
Kota Tomohon,0.000,0.482,0.975,0.834,1.899,-,1.432,0.007,0.028,0.718,0.055,0.060,0.002,0.038,0.189,0.035,0.390,0.014,0.467,0.685,0.103,0.100,0.188,0.017,0.138,0.162,0.160,0.076,0.126,0.402,0.077,0.041,0.018
