Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Kota Kotamobagu,0.000,0.299,1.422,0.315,1.780,-,2.275,0.069,0.118,1.032,0.262,0.054,0.006,0.019,0.181,0.022,0.444,0.140,0.285,0.532,0.046,0.346,0.099,0.007,0.153,0.196,0.203,0.048,0.087,0.212,0.150,0.152,0.006
Banggai Kepulauan,0.000,0.023,0.179,0.175,3.346,-,1.093,-,0.054,1.261,0.018,0.054,-,0.002,0.140,0.001,0.075,0.016,0.222,0.154,0.009,0.017,0.002,0.047,0.086,0.022,0.128,0.014,0.016,0.209,0.013,0.232,0.022
Banggai,0.000,0.241,0.957,0.358,2.693,-,1.744,0.013,0.132,1.070,0.094,0.307,0.004,0.045,0.226,0.016,0.233,0.148,0.555,0.155,0.045,0.029,0.013,0.128,0.194,0.130,0.236,0.114,0.311,0.480,0.091,0.455,0.004
Morowali,0.000,0.220,1.752,0.563,1.356,-,1.632,0.035,0.169,1.737,0.076,0.149,0.007,0.032,0.203,0.033,0.215,0.094,0.629,0.141,0.050,0.087,0.018,0.243,0.187,0.166,0.266,0.304,0.383,0.578,0.072,0.378,0.004
Poso,0.000,0.071,0.529,0.309,2.344,-,1.428,0.062,0.102,1.266,0.042,0.321,0.004,0.019,0.326,0.012,0.172,0.046,0.472,0.511,0.139,0.106,0.056,0.114,0.084,0.086,0.136,0.110,0.485,0.901,0.050,0.072,0.125
Donggala,0.000,0.220,0.523,0.370,1.683,-,1.643,0.044,0.071,0.509,0.065,0.032,0.001,0.011,0.054,0.011,0.086,0.086,0.548,0.018,0.017,0.008,0.004,0.259,0.539,0.080,0.073,0.108,0.397,0.228,0.035,0.100,0.001
Toli-Toli,0.000,0.181,0.623,0.286,3.097,-,1.699,0.013,0.119,1.013,0.106,0.150,0.001,0.029,0.193,0.012,0.130,0.044,0.593,0.312,0.091,0.308,0.022,0.119,0.057,0.167,0.143,0.111,0.810,0.300,0.027,0.160,0.007
Buol,0.000,0.099,0.524,0.231,2.444,-,2.034,0.008,0.050,0.325,0.112,0.140,0.002,0.005,0.099,0.004,0.082,0.072,0.259,0.151,0.051,0.008,0.013,0.318,0.532,0.040,0.271,0.152,0.413,0.637,0.032,0.137,0.001
Parigi Moutong,0.000,0.062,0.571,0.235,1.770,-,1.968,0.062,0.128,1.061,0.033,0.099,0.006,0.050,0.157,0.013,0.125,0.038,0.356,0.124,0.044,0.025,0.017,0.530,0.247,0.156,0.139,0.200,0.500,0.640,0.025,0.260,0.005
Tojo Una-Una,0.000,0.065,0.612,0.309,2.244,-,1.607,0.013,0.055,0.214,0.061,0.199,0.004,0.027,0.328,0.027,0.052,0.029,0.580,0.260,0.111,0.030,0.008,0.107,1.117,0.043,0.125,0.167,0.218,0.443,0.045,0.178,0.014
Sigi,0.000,0.149,1.049,0.576,1.253,-,1.899,0.066,0.109,1.088,0.102,0.133,0.009,0.046,0.191,0.019,0.107,0.119,0.624,0.105,0.061,0.233,0.005,0.615,0.323,0.116,0.042,0.244,0.138,0.556,0.060,0.207,0.027
Banggai Laut,0.000,0.067,0.983,0.076,3.536,-,0.963,0.012,0.030,1.265,0.147,0.201,-,0.003,0.120,0.008,0.170,0.126,0.786,0.341,0.002,-,0.008,0.027,0.021,0.048,0.069,0.061,0.014,0.571,0.009,0.215,-
Morowali Utara,0.000,0.146,0.588,0.310,1.757,-,1.219,0.020,0.114,0.748,0.076,0.288,0.011,0.041,0.155,0.005,0.143,0.078,0.556,0.171,0.019,0.048,0.029,0.210,0.128,0.074,0.184,0.228,0.189,0.724,0.013,0.175,0.062
Kota Palu,0.000,0.619,0.934,0.479,1.648,-,2.530,0.053,0.123,1.232,0.172,0.311,0.007,0.046,0.296,0.057,0.238,0.098,0.467,0.298,0.209,0.245,0.052,0.538,0.122,0.478,0.353,0.290,0.284,0.179,0.079,0.128,0.007
Kepulauan Selayar,0.000,0.147,1.166,0.928,5.080,-,2.640,0.019,0.089,0.297,0.149,0.637,0.038,0.009,0.428,0.030,0.520,0.160,0.688,0.322,0.145,0.305,-,0.048,0.226,0.346,0.306,0.278,0.187,1.847,0.041,0.260,-
Bulukumba,0.000,0.722,0.857,0.262,1.685,-,2.671,0.019,0.126,0.369,0.094,0.151,0.004,0.035,0.059,0.010,0.540,0.158,1.070,0.093,0.083,0.099,0.008,0.047,0.175,0.302,0.161,0.406,0.089,0.385,0.058,0.053,0.000
Bantaeng,0.000,0.256,1.235,0.865,2.825,-,3.209,0.029,0.098,0.795,0.103,0.196,0.012,0.018,0.176,0.007,0.687,0.114,0.479,0.160,0.074,0.042,0.018,0.467,0.648,0.312,0.052,0.448,0.072,1.023,0.062,0.164,-
Jeneponto,0.000,0.266,1.568,1.071,1.893,-,2.321,0.039,0.183,0.394,0.108,0.033,0.004,0.029,0.086,0.016,0.834,0.114,0.616,0.051,0.033,0.074,0.007,0.151,0.167,0.229,0.125,0.663,0.198,0.702,0.103,0.066,0.004
Takalar,0.000,0.269,1.408,0.589,1.875,-,2.433,0.022,0.101,0.367,0.076,0.386,0.008,0.110,0.179,0.020,1.134,0.075,0.834,0.395,0.136,0.326,0.024,0.166,0.362,0.454,0.115,0.594,0.174,0.751,0.115,0.191,0.082
Gowa,0.000,0.261,1.028,0.786,1.652,-,2.080,0.037,0.066,0.529,0.149,0.064,0.007,0.060,0.094,0.035,1.060,0.106,0.906,0.096,0.089,0.217,0.012,0.413,0.162,0.369,0.203,0.439,0.096,0.530,0.125,0.129,0.017
Sinjai,0.000,0.262,1.085,0.680,2.112,-,2.927,0.014,0.019,0.227,0.035,0.270,0.002,0.027,0.144,0.007,0.273,0.138,0.972,0.197,0.151,0.188,0.008,0.046,0.396,0.223,0.067,0.396,0.194,0.820,0.025,0.034,0.002
Maros,0.000,0.237,0.987,0.479,2.125,-,2.383,0.027,0.096,0.965,0.114,0.046,0.004,0.062,0.049,0.025,0.713,0.083,0.751,0.048,0.083,0.413,0.002,0.158,0.062,0.415,0.258,0.740,0.273,0.423,0.074,0.087,0.001
Pangkajene dan Kepulauan,0.000,0.292,1.410,0.702,2.060,-,2.831,0.051,0.097,0.855,0.155,0.050,0.007,0.069,0.111,0.038,0.745,0.152,1.189,0.109,0.078,0.153,0.007,0.470,0.254,0.176,0.285,0.414,0.179,0.653,0.082,0.140,0.016
Barru,0.000,0.103,1.451,0.822,2.268,-,2.641,0.024,0.043,0.550,0.043,0.008,0.001,0.018,0.058,0.005,0.342,0.093,0.863,0.019,0.020,0.050,0.004,0.030,0.272,0.190,0.148,0.076,0.050,0.930,0.025,0.088,-
Bone,0.000,0.152,0.826,0.421,0.689,-,1.515,0.013,0.075,0.407,0.097,0.079,0.007,0.016,0.031,0.010,0.370,0.073,0.437,0.036,0.051,0.111,0.008,0.092,0.227,0.127,0.105,0.265,0.083,0.446,0.031,0.052,0.000
Soppeng,0.000,0.076,0.898,0.531,1.545,-,2.131,0.020,0.083,0.966,0.158,0.171,0.036,0.062,0.075,0.015,0.327,0.168,0.927,0.077,0.029,0.105,0.005,0.076,0.165,0.247,0.058,0.117,0.117,0.948,0.031,0.109,-
Wajo,0.000,0.443,1.016,0.788,1.540,-,2.381,0.017,0.096,0.934,0.205,0.079,0.011,0.026,0.069,0.015,0.507,0.212,0.755,0.052,0.047,0.143,0.010,0.291,0.133,0.380,0.175,0.346,0.145,1.018,0.045,0.121,0.000
Sidenreng Rappang,0.000,0.355,1.291,0.709,1.935,-,2.912,0.075,0.104,1.174,0.267,0.061,0.007,0.049,0.181,0.039,0.476,0.170,0.743,0.062,0.058,0.072,0.052,0.783,0.235,0.447,0.212,0.607,0.259,1.404,0.103,0.139,0.001
Pinrang,0.000,0.299,1.837,0.419,2.116,-,3.279,0.035,0.128,0.844,0.156,0.041,0.004,0.037,0.156,0.012,0.448,0.098,0.367,0.064,0.051,0.373,0.006,0.430,0.082,0.138,0.155,0.401,0.064,0.977,0.146,0.191,0.002
Enrekang,0.000,0.106,1.112,0.336,1.269,-,2.431,0.016,0.046,0.600,0.048,0.025,0.001,0.015,0.074,0.006,0.221,0.054,0.325,0.017,0.036,0.043,0.008,0.097,0.086,0.103,0.050,0.049,0.051,0.400,0.040,0.047,-
Luwu,0.000,0.147,1.359,0.680,1.145,-,1.782,0.024,0.104,0.804,0.067,0.152,0.016,0.034,0.143,0.009,0.360,0.112,1.016,0.139,0.053,0.057,0.001,0.715,0.306,0.234,0.075,0.537,0.160,0.554,0.045,0.117,0.005
Tana Toraja,0.000,0.043,0.456,0.131,1.009,-,1.039,0.013,0.030,0.533,0.009,0.032,-,0.002,0.024,0.002,0.167,0.024,0.147,0.034,0.033,0.029,0.001,0.005,0.021,0.034,0.013,0.049,0.041,0.534,0.040,0.040,0.257
Luwu Utara,0.000,0.086,0.892,0.452,1.209,-,1.389,0.019,0.136,1.180,0.082,0.128,0.027,0.076,0.122,0.009,0.219,0.076,0.400,0.127,0.069,0.047,0.016,0.368,0.221,0.131,0.093,0.453,0.091,0.756,0.041,0.297,0.017
Luwu Timur,0.000,0.337,1.097,0.592,1.274,-,1.767,0.027,0.142,0.401,0.061,0.098,0.025,0.036,0.094,0.014,0.289,0.120,0.638,0.072,0.032,0.165,0.008,0.790,0.175,0.244,0.185,0.157,0.098,0.381,0.106,0.100,0.002
Toraja Utara,0.000,0.150,0.789,0.452,1.447,-,1.490,0.022,0.065,0.247,0.043,0.178,0.006,0.007,0.134,0.004,0.235,0.053,0.539,0.135,0.063,0.067,0.007,0.064,0.028,0.165,0.031,0.204,0.047,0.511,0.066,0.051,0.085
Kota Makasar,0.000,0.718,1.115,0.630,3.140,-,2.804,0.081,0.110,1.035,0.285,0.207,0.027,0.133,0.237,0.060,1.061,0.154,0.932,0.274,0.299,0.267,0.051,0.210,0.335,0.713,0.305,0.411,0.301,0.424,0.126,0.107,0.000
Kota Parepare,0.000,0.368,0.980,0.579,2.719,-,2.602,0.049,0.118,1.040,0.264,0.133,0.002,0.054,0.305,0.078,0.583,0.207,0.622,0.224,0.123,0.334,0.049,0.298,0.173,0.524,0.286,0.384,0.135,0.606,0.139,0.237,0.007
Kota Palopo,0.000,0.450,1.562,0.309,1.395,-,2.306,0.067,0.189,1.203,0.125,0.037,0.004,0.051,0.334,0.051,0.610,0.046,0.460,0.180,0.112,0.128,0.028,0.520,0.188,0.749,0.160,0.623,0.205,0.504,0.152,0.370,0.009
Buton,0.000,0.080,2.494,0.315,1.413,-,2.477,0.017,0.005,0.774,0.040,0.098,-,0.051,0.138,0.000,0.049,0.010,0.361,0.061,0.017,0.007,-,0.038,0.363,0.233,0.051,0.169,0.457,0.196,0.009,0.159,0.002
Muna,0.000,0.074,3.161,0.419,1.185,-,2.188,0.013,0.036,1.113,0.030,0.013,-,0.023,0.057,0.001,0.116,0.090,0.457,0.079,0.019,-,0.001,0.049,0.376,0.243,0.054,0.373,0.166,0.086,0.037,0.291,0.079
Konawe,0.000,0.073,0.674,0.640,2.722,-,3.192,0.030,0.141,0.650,0.331,0.227,0.016,0.055,0.138,0.009,0.242,0.146,0.525,0.118,0.117,0.158,0.005,0.262,0.052,0.260,0.156,0.351,0.169,0.570,0.054,0.271,0.005
Kolaka,0.000,0.150,1.246,1.100,2.459,-,2.585,0.041,0.158,0.335,0.093,0.220,0.012,0.034,0.176,0.013,0.476,0.178,0.989,0.184,0.052,0.142,0.021,0.126,0.040,0.251,0.185,0.502,0.143,0.362,0.048,0.173,0.004
Konawe Selatan,0.000,0.062,0.619,0.576,1.895,-,2.287,0.034,0.199,0.759,0.023,0.140,0.008,0.024,0.044,0.003,0.168,0.052,0.694,0.033,0.041,0.023,0.002,0.251,0.263,0.168,0.134,0.199,0.149,0.338,0.016,0.080,0.012
Bombana,0.000,0.098,1.607,0.596,1.014,-,1.427,0.015,0.146,0.178,0.046,0.346,0.014,0.010,0.305,0.010,0.268,0.154,0.661,0.320,0.068,0.131,0.003,0.155,0.108,0.176,0.239,0.558,0.426,0.184,0.045,0.213,0.003
Wakatobi,0.000,0.248,3.013,1.094,2.779,-,2.470,0.125,0.013,0.405,0.047,0.069,0.009,0.002,0.248,0.011,0.142,0.062,0.648,0.103,0.006,0.002,-,0.015,0.452,0.408,0.113,0.112,0.146,0.163,0.037,0.859,0.005
Kolaka Utara,0.000,0.113,1.756,0.423,1.914,-,2.182,0.044,0.124,0.181,0.157,0.050,0.007,0.022,0.032,0.017,0.432,0.130,0.553,0.056,0.031,0.152,0.011,0.248,0.292,0.078,0.123,0.714,0.239,0.412,0.025,0.106,0.031
Buton Utara,0.000,0.007,1.947,0.543,2.747,-,2.840,0.032,0.018,0.294,0.016,0.168,0.008,0.003,0.240,0.008,0.046,0.138,0.501,0.075,0.010,-,-,0.080,0.383,0.164,0.106,0.607,0.081,0.113,0.003,0.128,0.005
Konawe Utara,0.000,0.039,0.863,0.399,1.812,-,1.430,0.013,0.059,0.579,0.025,0.070,0.002,0.009,0.051,0.002,0.214,0.101,0.332,0.049,0.016,0.099,-,0.196,0.583,0.349,0.134,0.408,0.419,0.500,0.045,0.196,0.012
Kolaka Timur,0.000,0.129,0.693,0.669,2.427,-,2.223,0.008,0.075,0.571,0.044,0.263,0.006,0.026,0.178,0.003,0.141,0.117,0.569,0.182,0.092,0.250,0.000,0.034,0.144,0.206,0.146,0.336,0.042,0.634,0.015,0.092,0.016
Konawe Kepulauan,0.000,0.025,0.829,0.427,3.108,-,1.921,0.017,0.025,0.474,0.110,0.013,-,-,0.083,-,0.101,0.138,0.287,0.061,0.008,0.046,-,0.206,0.015,0.106,0.074,0.218,0.012,0.500,0.089,0.173,0.012
Muna Barat,0.000,-,2.234,0.340,1.806,-,1.511,0.002,0.089,1.000,0.049,0.141,0.002,0.031,0.056,-,0.057,0.025,0.323,0.137,-,-,-,0.009,0.050,0.252,0.035,0.378,0.046,0.052,0.004,0.660,0.066
Buton Tengah,0.000,0.053,2.732,0.512,0.591,-,3.042,0.016,0.022,0.142,0.107,0.088,-,0.011,0.240,0.002,0.083,0.151,0.420,0.160,0.021,0.001,-,0.041,0.469,0.298,0.030,0.327,0.169,0.213,0.161,0.605,0.002
Buton Selatan,0.000,0.365,3.223,0.123,1.399,-,2.221,0.077,0.005,0.182,0.005,0.034,0.017,0.016,0.054,0.001,0.098,0.101,0.324,0.038,0.001,-,0.000,0.003,0.362,0.176,0.001,0.073,0.190,0.156,0.067,0.434,0.005
Kota Kendari,0.000,0.357,1.279,0.589,2.405,-,3.168,0.048,0.118,0.622,0.218,0.376,0.008,0.044,0.382,0.034,0.377,0.076,0.778,0.388,0.177,0.226,0.033,0.281,0.480,0.859,0.355,0.373,0.293,0.228,0.145,0.214,0.006
Kota Baubau,0.000,0.319,2.401,0.289,1.167,-,2.587,0.027,0.038,1.055,0.066,0.065,0.002,0.021,0.150,0.014,0.167,0.099,0.519,0.108,0.071,0.030,0.015,0.123,0.171,0.528,0.206,0.316,0.207,0.323,0.083,0.315,0.028
Boalemo,0.000,0.150,0.720,0.396,1.963,-,2.238,0.084,0.042,0.987,0.080,0.095,0.014,0.027,0.069,0.005,0.144,0.028,0.410,0.101,0.034,0.035,0.021,0.116,0.063,0.171,0.121,0.062,0.598,0.089,0.064,0.339,0.067
Gorontalo,0.000,0.130,0.901,0.229,2.043,-,2.117,0.083,0.048,1.310,0.125,0.193,0.034,0.019,0.107,0.024,0.175,0.035,0.475,0.223,0.070,0.008,0.020,0.055,0.258,0.242,0.100,0.060,0.501,0.244,0.049,0.366,0.052
Pohuwato,0.000,0.043,0.504,0.202,1.284,-,1.432,0.028,0.055,1.643,0.109,0.117,-,0.018,0.072,0.013,0.070,0.005,0.501,0.113,0.074,0.026,0.022,0.078,0.120,0.066,0.327,0.162,0.547,0.273,0.051,0.131,0.044
Bone Bolango,0.000,0.151,0.969,0.318,2.888,-,2.852,0.124,0.060,0.386,0.229,1.163,0.005,0.038,0.325,0.031,0.216,0.082,0.687,0.389,0.215,0.164,0.038,0.146,0.548,0.575,0.203,0.111,0.666,0.574,0.057,0.419,0.045
Gorontalo Utara,0.000,0.071,0.415,0.187,1.911,-,1.781,0.035,0.035,0.922,0.105,0.225,0.001,0.013,0.037,0.018,0.103,0.025,0.505,0.128,0.011,-,0.004,0.067,0.198,0.083,0.177,0.154,0.581,0.219,0.030,0.205,0.047
Kota Gorontalo,0.000,0.255,0.775,0.334,2.532,-,1.995,0.076,0.141,1.216,0.274,0.364,0.013,0.046,0.210,0.108,0.197,0.074,0.548,0.438,0.171,0.139,0.053,0.122,0.097,0.533,0.276,0.165,0.350,0.259,0.110,0.199,0.004
Majene,0.000,0.138,1.302,0.286,2.177,-,1.748,0.009,0.042,1.173,0.389,0.090,0.023,0.012,0.183,0.027,0.206,0.049,0.698,0.062,0.037,0.025,0.005,0.197,0.618,0.269,0.176,0.235,0.023,0.447,0.048,0.237,-
Polewali Mandar,0.000,0.094,0.857,0.357,1.488,-,2.236,0.011,0.035,0.740,0.091,0.061,0.011,0.005,0.066,0.005,0.222,0.063,0.850,0.040,0.020,0.061,0.002,0.127,0.253,0.058,0.094,0.254,0.035,0.675,0.021,0.061,-
Mamasa,0.000,0.092,0.891,0.250,0.686,-,0.925,0.005,0.008,0.575,0.022,0.255,0.002,0.003,0.131,0.001,0.111,0.136,0.448,0.144,0.085,0.046,-,0.022,0.001,0.026,0.005,0.020,0.093,0.939,0.015,0.024,0.186
Mamuju,0.000,0.186,1.352,0.409,1.307,-,1.573,0.023,0.088,0.244,0.103,0.083,0.023,0.021,0.085,0.013,0.200,0.153,0.779,0.056,0.057,0.025,0.030,0.135,0.095,0.116,0.097,0.211,0.147,0.587,0.051,0.074,0.008
Mamuju Utara,0.000,0.230,0.976,0.416,1.631,-,1.671,0.025,0.145,0.750,0.077,0.059,0.003,0.040,0.071,0.041,0.274,0.100,0.685,0.048,0.026,0.108,0.000,0.218,0.090,0.169,0.264,0.398,0.167,0.611,0.050,0.207,0.019
Mamuju Tengah,0.000,0.202,1.021,0.390,0.838,-,1.577,0.002,0.086,0.394,0.063,0.057,0.008,0.014,0.115,0.005,0.210,0.113,0.656,0.020,0.039,0.061,0.002,0.268,0.136,0.098,0.099,0.370,0.119,0.373,0.023,0.077,0.001
Maluku Tenggara Barat,0.000,0.277,3.582,0.096,0.096,-,1.180,0.022,0.002,0.135,0.044,0.064,0.002,0.003,0.055,0.007,0.025,0.010,0.155,0.050,0.014,0.000,0.000,0.013,0.049,0.081,0.027,0.029,0.027,0.059,0.008,0.174,0.026
Maluku Tenggara,0.000,0.012,3.677,0.175,0.455,-,0.910,0.005,0.016,0.137,0.029,0.064,0.002,0.031,0.068,0.011,0.034,0.002,0.088,0.116,0.006,-,0.000,-,0.168,0.082,0.074,0.222,0.228,0.273,0.003,0.098,0.002
Maluku Tengah,0.000,0.294,4.454,0.120,0.667,-,2.073,0.015,0.031,0.061,0.216,0.104,0.005,0.035,0.126,0.017,0.094,0.009,0.277,0.093,0.018,0.009,0.056,0.055,0.564,0.099,0.064,0.047,0.057,0.097,0.052,0.221,0.003
Buru,0.000,0.341,2.733,0.160,0.387,-,1.760,0.033,0.080,0.354,0.083,0.069,0.017,0.054,0.105,0.022,0.168,0.019,0.431,0.111,0.028,0.005,0.048,0.008,0.199,0.114,0.152,0.048,0.078,0.260,0.052,0.103,0.001
Kepulauan Aru,0.000,0.188,3.432,0.098,0.359,-,1.135,0.002,0.030,0.123,0.079,0.098,0.009,0.014,0.012,0.006,0.065,0.002,0.174,0.022,0.048,0.032,0.001,-,0.233,0.165,0.064,0.096,0.095,0.098,0.014,0.134,0.005
Seram Bagian Barat,0.000,0.188,4.013,0.057,0.076,-,1.847,0.007,0.012,0.127,0.083,0.091,0.002,0.010,0.042,0.003,0.054,0.001,0.082,0.014,0.004,0.002,0.001,0.002,1.084,0.048,0.006,0.032,0.092,0.108,0.025,0.221,0.015
Seram Bagian Timur,0.000,0.240,2.911,0.317,0.591,-,2.121,0.014,0.048,0.197,0.072,0.054,0.001,0.019,0.019,0.008,0.085,0.019,0.216,0.037,0.009,0.007,0.016,0.007,1.871,0.059,0.070,0.023,0.066,0.405,0.028,0.553,0.000
Maluku Barat Daya,0.000,0.441,2.051,0.057,0.136,-,1.039,0.004,0.001,0.070,0.005,0.003,-,0.003,0.003,-,0.016,0.001,0.360,0.006,0.001,-,-,-,0.057,0.037,0.003,0.017,0.042,0.029,0.007,0.209,0.057
Buru Selatan,0.000,0.114,4.266,0.097,0.303,-,2.503,0.032,-,0.028,0.022,0.034,-,0.002,0.025,-,0.016,0.001,0.150,0.010,0.002,-,0.001,-,0.558,0.004,0.020,0.003,0.001,0.052,-,0.119,0.016
Kota Ambon,0.000,0.725,3.377,0.225,0.689,-,2.293,0.040,0.063,0.694,0.270,0.148,0.015,0.137,0.228,0.094,0.363,0.079,0.167,0.282,0.102,0.100,0.050,0.039,0.298,0.680,0.162,0.164,0.115,0.406,0.167,0.310,0.009
Kota Tual,0.000,0.130,3.644,0.202,0.365,-,2.237,0.022,0.023,0.233,0.074,0.034,0.003,0.052,0.042,0.022,0.132,0.009,0.213,0.082,0.010,0.011,0.004,0.001,0.098,0.135,0.172,0.387,0.230,0.213,0.010,0.208,0.007
Halmahera Barat,0.000,0.085,2.701,0.198,0.441,-,1.358,0.011,0.013,0.165,0.051,0.017,0.001,0.010,0.036,0.005,0.067,0.002,0.114,0.026,0.022,0.048,0.013,0.011,0.371,0.078,0.040,0.028,0.051,0.045,0.019,0.535,0.008
Halmahera Tengah,0.000,0.393,1.998,0.106,0.417,-,1.268,0.012,0.024,0.376,0.028,0.217,0.001,0.013,0.025,0.002,0.075,0.011,0.684,0.104,0.180,0.030,0.003,0.014,0.580,0.151,0.112,0.106,0.040,0.258,0.019,0.565,0.007
Kepulauan Sula,0.000,0.577,3.554,0.091,0.403,-,1.600,0.001,0.014,0.483,0.126,0.384,0.003,0.025,0.050,0.007,0.053,0.047,0.548,0.035,0.003,-,-,0.068,0.233,0.134,0.034,0.014,0.006,0.165,0.029,0.506,0.004
Halmahera Selatan,0.000,0.113,2.205,0.100,0.226,-,1.180,0.016,0.002,0.322,0.031,0.026,0.002,0.002,0.059,0.005,0.019,0.001,0.212,0.056,0.024,0.001,0.004,0.015,0.524,0.025,0.031,0.007,0.042,0.126,0.002,0.473,0.005
Halmahera Utara,0.000,0.213,3.453,0.436,1.129,-,2.004,0.035,0.017,0.120,0.110,0.118,0.005,0.023,0.076,0.001,0.148,0.036,0.148,0.045,0.005,0.004,0.006,0.014,0.310,0.074,0.053,0.047,0.031,0.297,0.011,0.365,0.050
Halmahera Timur,0.000,0.113,2.584,0.184,0.741,-,1.640,0.007,0.091,0.139,0.047,0.031,0.003,0.022,0.053,0.027,0.104,0.017,0.304,0.013,0.047,0.066,0.002,0.042,1.185,0.044,0.096,0.057,0.029,0.182,0.032,0.454,0.003
Pulau Morotai,0.000,0.329,3.597,0.495,0.529,-,2.274,0.013,0.013,0.244,0.059,0.335,0.005,0.007,0.152,0.002,0.028,0.047,0.094,0.194,0.028,0.023,0.007,0.002,0.767,0.150,0.090,0.040,0.005,0.251,0.067,0.770,0.031
Pulau Taliabu,0.000,0.063,3.862,0.059,0.552,-,1.456,0.002,-,0.070,0.010,0.052,-,0.004,0.021,-,0.005,0.004,0.267,0.052,0.008,-,-,0.007,0.226,0.019,0.040,0.014,0.013,0.099,0.000,0.609,0.003
Kota Ternate,0.000,0.445,2.333,0.278,2.536,-,3.433,0.050,0.085,1.017,0.215,0.178,0.027,0.067,0.269,0.052,0.228,0.044,0.329,0.414,0.228,0.292,0.042,0.012,0.691,0.454,0.237,0.127,0.208,0.254,0.106,0.441,0.005
Kota Tidore Kepulauan,0.000,0.173,2.814,0.282,1.080,-,1.891,0.015,0.034,0.222,0.122,0.164,0.009,0.012,0.067,0.023,0.069,0.006,0.259,0.124,0.110,0.122,0.000,0.015,0.188,0.095,0.096,0.046,0.074,0.137,0.061,0.509,0.004
Fakfak,0.000,0.201,1.206,0.296,1.116,-,1.737,0.018,0.028,0.587,0.054,0.100,0.002,0.017,0.016,0.011,0.168,0.009,0.526,0.040,0.044,0.068,0.021,0.008,0.076,0.270,0.076,0.107,0.057,0.213,0.072,0.290,0.002
Kaimana,0.000,0.274,0.860,0.236,0.689,-,1.402,0.013,0.065,0.366,0.074,0.028,0.002,0.016,0.024,0.023,0.181,0.012,0.231,0.049,0.028,0.037,0.006,0.018,0.253,0.496,0.191,0.110,0.067,0.173,0.049,0.116,0.023
Teluk Wondama,0.000,0.188,0.760,0.249,1.772,-,2.844,0.022,0.049,0.688,0.073,0.005,-,0.011,0.022,-,0.234,0.010,0.459,0.001,0.008,0.110,-,0.042,0.142,0.280,0.058,0.379,0.251,0.189,0.020,0.361,0.017
Teluk Bintuni,0.000,0.199,0.383,0.211,0.763,-,1.832,0.007,0.114,0.594,0.089,0.064,0.001,0.040,0.036,0.023,0.244,0.027,0.294,0.033,0.028,0.525,0.018,0.068,0.090,0.478,0.164,0.194,0.054,0.517,0.034,0.349,0.014
Manokwari,0.000,0.594,0.799,0.312,0.628,-,2.347,0.163,0.073,0.570,0.101,0.030,0.006,0.057,0.028,0.055,0.386,0.014,0.201,0.032,0.058,0.031,0.027,0.096,0.420,0.314,0.284,0.115,0.134,0.343,0.087,0.143,0.002
Sorong Selatan,0.000,0.486,0.894,0.175,1.081,-,2.361,0.126,0.084,0.685,0.078,0.032,-,0.015,0.036,0.030,0.329,0.007,0.692,0.045,0.011,0.070,0.003,0.071,0.014,0.220,0.117,0.095,0.050,0.074,0.066,0.414,0.034
Sorong,0.000,0.205,0.471,0.267,1.044,-,1.903,0.056,0.151,1.043,0.073,0.154,0.021,0.022,0.036,0.026,0.177,0.008,0.115,0.032,0.040,0.035,0.039,0.456,0.029,0.183,0.167,0.141,0.110,0.133,0.108,0.395,0.016
Raja Ampat,0.000,0.646,0.774,0.503,2.035,-,2.740,0.021,0.013,0.399,0.036,0.070,0.001,0.027,0.013,0.021,0.145,0.000,0.306,0.019,0.043,0.004,0.011,0.070,0.270,0.171,0.296,0.247,0.065,0.116,0.090,0.080,0.004
Tambrauw,0.000,0.237,1.609,0.335,0.411,-,1.808,-,0.005,0.046,0.017,-,-,0.002,-,-,0.014,0.002,0.108,-,-,0.012,-,0.035,0.006,0.011,0.013,0.026,0.028,0.029,-,0.107,0.104
Maybrat,0.000,0.169,0.286,0.143,1.282,-,0.652,0.005,0.027,0.374,0.014,0.000,-,0.001,0.000,0.001,0.131,0.008,0.259,0.000,0.018,-,-,0.004,0.083,0.245,0.003,0.071,0.080,0.121,0.036,0.019,0.005
