Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Lombok Barat,0.000,0.299,1.844,0.691,1.880,2.789,0.229,0.100,0.276,1.165,0.129,0.358,0.068,0.120,0.439,0.065,0.355,0.198,1.647,0.096,0.227,1.125,0.006,0.035,1.374,0.377,0.141,0.473,0.239,0.941,0.316,1.823,0.003
Lombok Tengah,0.000,0.149,1.720,0.506,1.624,2.677,0.229,0.036,0.187,1.581,0.050,1.003,0.048,0.094,1.041,0.062,0.201,0.126,1.466,0.187,0.294,0.876,0.004,0.050,1.849,0.346,0.125,0.474,0.734,1.709,0.319,1.190,0.004
Lombok Timur,0.000,0.488,2.515,1.054,2.400,3.756,0.308,0.091,0.357,1.237,0.118,0.551,0.122,0.332,0.573,0.062,0.419,0.215,1.981,0.281,0.246,2.661,0.005,0.120,1.320,0.233,0.093,0.488,0.928,1.496,0.490,0.921,0.002
Sumbawa,0.000,0.684,1.979,0.610,1.713,2.527,0.273,0.065,0.256,0.955,0.106,0.104,0.042,0.118,0.127,0.061,0.432,0.149,0.707,0.136,0.079,0.582,0.062,0.042,1.157,0.440,0.288,0.661,0.386,0.782,0.391,0.234,0.003
Dompu,0.000,0.163,1.001,0.764,2.403,2.997,0.301,0.058,0.091,0.680,0.089,0.127,0.005,0.043,0.188,0.010,0.496,0.116,1.021,0.132,0.040,1.872,0.002,0.063,1.158,0.158,0.077,0.831,0.563,0.434,0.170,0.181,0.001
Bima,0.000,0.179,2.010,0.487,1.538,2.410,0.133,0.069,0.091,0.638,0.059,0.089,0.005,0.024,0.132,0.028,0.353,0.213,0.759,0.141,0.074,2.174,0.004,0.018,0.272,0.450,0.050,0.395,0.695,0.370,0.220,0.235,-
Sumbawa Barat,0.000,0.541,2.134,0.714,1.683,3.166,0.140,0.048,0.215,1.021,0.081,0.537,0.038,0.070,0.538,0.058,0.388,0.084,0.938,0.347,0.504,1.038,0.012,0.055,1.696,0.728,0.302,0.997,0.384,0.733,0.261,0.236,-
Lombok Utara,0.000,0.415,1.888,0.486,2.133,3.109,0.199,0.135,0.475,0.623,0.051,0.254,0.217,0.187,0.265,0.330,0.318,0.248,1.197,0.156,0.141,1.087,0.019,0.105,1.323,0.198,0.011,0.256,0.382,1.097,0.513,1.169,0.018
Kota Mataram,0.000,0.615,1.664,0.356,2.812,2.985,0.438,0.139,0.242,1.414,0.195,0.537,0.144,0.227,0.601,0.122,0.470,0.127,1.202,0.439,0.567,1.012,0.036,0.091,0.878,0.481,0.215,0.386,0.227,0.799,0.413,1.200,0.006
Kota Bima,0.000,0.329,2.094,0.572,1.970,2.941,0.545,0.176,0.157,1.189,0.152,0.187,0.011,0.077,0.273,0.097,0.523,0.226,0.378,0.575,0.257,0.503,0.011,0.033,0.834,0.790,0.265,0.595,0.117,0.530,0.290,0.487,0.002
Sumba Barat,0.000,0.077,0.873,0.169,0.121,0.854,0.126,0.006,0.001,0.123,0.005,0.247,0.002,0.020,0.199,0.001,0.050,0.018,0.232,0.033,0.112,0.045,-,0.002,0.019,0.100,0.007,0.073,0.294,0.788,0.024,0.027,0.030
Sumba Timur,0.000,0.090,1.298,0.115,0.290,1.171,0.060,0.021,0.014,0.431,0.026,0.184,0.001,0.017,0.105,0.019,0.099,0.019,0.212,0.036,0.054,0.010,0.001,0.003,0.137,0.203,0.009,0.156,0.184,0.949,0.052,0.153,0.021
Kupang,0.000,0.168,1.081,0.278,0.585,1.155,0.098,0.009,0.011,0.372,0.021,0.123,0.001,0.008,0.056,0.003,0.076,0.012,0.402,0.063,0.027,0.021,-,0.009,0.028,0.160,0.008,0.151,0.047,0.697,0.018,0.115,0.016
Timor Tengah Selatan,0.000,0.064,1.109,0.274,0.345,1.659,0.122,0.032,0.014,0.651,0.014,0.068,0.001,0.018,0.034,0.001,0.094,0.007,0.236,0.034,0.020,0.002,0.002,0.002,0.088,0.068,0.013,0.096,0.333,0.738,0.069,0.014,0.047
Timor Tengah Utara,0.000,0.074,0.821,0.242,0.860,1.761,0.131,0.043,0.007,0.449,0.011,0.014,-,0.019,0.026,0.004,0.063,0.014,0.631,0.028,0.015,0.209,0.003,0.005,0.021,0.100,0.027,0.121,0.245,0.381,0.067,0.047,0.021
Belu,0.000,0.895,1.963,0.223,1.129,2.265,0.106,0.023,0.014,0.180,0.026,0.048,0.001,0.023,0.012,0.005,0.131,0.028,0.720,0.010,0.032,0.213,0.011,0.027,0.234,0.240,0.030,0.086,0.031,0.410,0.034,0.052,0.011
Alor,0.000,0.095,1.523,0.383,0.485,1.375,0.073,0.050,0.008,0.469,0.008,0.232,0.000,0.016,0.240,0.002,0.043,0.014,0.814,0.297,0.056,0.015,0.002,0.015,0.116,0.264,0.028,0.034,0.166,0.860,0.049,0.580,0.037
Lembata,0.000,0.063,1.486,0.359,1.017,1.341,0.083,0.026,0.005,0.078,0.019,0.069,0.001,0.008,0.060,0.002,0.031,0.012,0.382,0.058,0.008,0.013,-,0.005,0.045,0.084,0.025,0.017,0.072,0.422,0.034,0.128,0.055
Flores Timur,0.000,0.124,1.226,0.112,1.159,1.268,0.004,0.022,0.008,0.091,0.023,0.088,0.000,0.026,0.038,-,0.058,0.009,0.409,0.053,0.013,0.080,-,0.000,0.036,0.057,0.025,0.007,0.133,0.380,0.008,0.029,0.009
Sikka,0.000,0.216,2.079,0.276,0.385,1.015,0.123,0.053,0.029,0.347,0.022,0.019,-,0.017,0.037,0.008,0.155,0.024,0.269,0.043,0.005,0.141,0.002,0.002,0.232,0.166,0.123,0.038,0.267,0.756,0.039,0.177,0.019
Ende,0.000,0.100,1.734,0.231,1.270,1.278,0.054,0.090,0.053,0.561,0.024,0.190,0.001,0.016,0.163,0.001,0.156,0.023,0.173,0.079,0.056,0.017,0.002,0.002,0.031,0.075,0.046,0.239,0.190,0.715,0.021,0.144,0.010
Ngada,0.000,0.299,1.075,0.423,1.089,1.154,0.059,0.038,0.013,0.055,0.019,0.645,0.001,0.013,0.416,0.003,0.144,0.050,0.298,0.259,0.051,0.008,0.002,0.004,0.036,0.059,0.002,0.014,0.051,0.931,0.028,0.018,0.169
Manggarai,0.000,0.142,0.684,0.498,0.861,1.056,0.050,0.003,0.010,0.034,0.009,0.459,0.004,0.013,0.426,0.002,0.135,0.010,0.278,0.363,0.080,0.010,0.002,0.004,0.106,0.066,0.011,0.017,0.205,1.080,0.017,0.000,0.013
Rote Ndao,0.000,0.150,0.626,0.056,0.281,1.098,0.083,0.020,0.008,0.342,0.016,0.004,-,0.001,0.029,0.002,0.078,0.004,0.097,0.016,0.016,-,0.006,0.000,0.017,0.144,0.006,0.024,0.086,0.264,0.030,0.070,0.007
Manggarai Barat,0.000,0.073,0.643,0.327,0.673,1.002,0.161,0.009,0.010,0.188,0.014,0.443,0.002,0.006,0.419,0.005,0.092,0.008,0.591,0.292,0.093,0.051,0.000,0.011,0.320,0.234,0.072,0.153,0.122,1.652,0.037,0.085,0.008
Sumba Tengah,0.000,0.109,0.389,0.166,0.124,0.763,0.048,0.020,0.003,0.049,0.004,0.544,0.002,0.037,0.425,0.003,0.038,0.047,0.142,0.071,0.100,0.055,0.002,-,0.070,0.035,0.001,0.056,0.244,1.204,0.013,0.046,0.022
Sumba Barat Daya,0.000,0.128,0.879,0.223,0.138,1.036,0.094,0.005,0.011,0.630,0.013,0.189,0.001,0.019,0.119,0.001,0.044,0.043,0.503,0.076,0.063,0.008,0.001,-,0.008,0.135,0.007,0.172,0.413,1.176,0.032,0.021,0.017
Nagekeo,0.000,0.137,1.454,0.338,0.277,0.325,0.009,0.022,0.028,0.206,0.009,0.285,0.006,0.012,0.218,0.002,0.057,0.019,0.448,0.132,0.022,0.054,0.003,-,0.010,0.048,0.005,0.034,0.011,0.704,0.022,0.025,0.006
Manggarai Timur,0.000,0.061,0.500,0.319,0.375,0.727,0.068,0.006,0.001,0.056,0.001,0.411,0.002,0.007,0.390,0.000,0.077,0.023,0.490,0.333,0.012,0.015,-,-,0.109,0.058,0.001,0.032,0.132,2.009,0.030,0.005,0.017
Sabu Raijua,0.000,0.211,0.979,0.463,0.104,0.739,0.081,0.098,0.002,0.183,0.021,0.083,-,0.001,0.059,0.000,0.105,0.049,0.161,0.033,0.016,0.003,0.003,0.004,0.011,0.161,0.019,0.182,0.067,0.265,0.035,0.042,0.003
Malaka,0.000,0.244,1.477,0.454,1.094,1.862,0.244,0.008,0.013,0.256,0.032,0.028,0.007,0.025,0.020,0.009,0.072,0.016,0.629,0.012,0.009,0.089,0.000,0.001,0.352,0.164,0.038,0.026,0.077,0.413,0.040,0.119,0.023
Kota Kupang,0.000,0.506,0.976,0.362,1.324,1.528,0.027,0.107,0.031,0.418,0.085,0.106,0.004,0.082,0.061,0.026,0.172,0.023,0.558,0.053,0.089,0.147,0.018,0.030,0.281,0.264,0.213,0.227,0.219,0.332,0.107,0.041,0.001
Sambas,0.000,0.082,0.713,0.441,2.538,2.818,0.059,0.015,0.042,1.670,0.096,0.655,0.050,0.199,0.514,0.035,0.296,0.022,0.421,0.394,0.582,0.383,0.145,0.034,0.156,0.135,0.025,0.041,0.285,1.962,0.128,0.900,0.003
Bengkayang,0.000,0.049,0.931,0.357,1.146,2.149,0.053,0.006,0.018,0.476,0.117,0.063,0.027,0.014,0.114,0.005,0.262,0.104,0.420,0.003,0.026,0.375,0.113,0.006,0.107,0.123,0.081,0.033,0.098,0.826,0.203,0.883,0.016
Landak,0.000,0.114,0.524,0.340,0.327,1.956,0.080,0.019,0.021,0.183,0.061,0.204,0.006,0.013,0.134,0.019,0.169,0.204,0.300,0.124,0.150,0.210,0.116,0.009,0.092,0.041,0.183,0.042,0.127,1.075,0.187,1.186,0.037
Mempawah,0.000,0.093,0.654,0.222,1.392,2.256,0.050,0.048,0.112,0.225,0.129,0.381,0.059,0.019,0.204,0.039,0.285,0.088,0.351,0.168,0.240,0.565,0.199,0.016,0.314,0.110,0.065,0.031,0.084,1.112,0.115,0.880,0.010
Sanggau,0.000,0.178,0.593,0.159,0.589,2.029,0.010,0.021,0.036,0.385,0.110,0.027,0.015,0.017,0.080,0.033,0.179,0.109,0.234,0.020,0.048,0.323,0.135,0.049,0.087,0.040,0.249,0.134,0.079,0.841,0.104,0.845,0.010
Ketapang,0.000,0.150,0.613,0.219,0.770,1.978,0.211,0.044,0.206,0.412,0.095,0.070,0.031,0.160,0.036,0.050,0.181,0.065,0.346,0.057,0.059,0.216,0.217,0.037,0.124,0.047,0.256,0.074,0.069,0.550,0.107,0.725,0.003
Sintang,0.000,0.106,0.381,0.155,0.573,2.298,0.031,0.018,0.070,0.175,0.031,0.104,0.021,0.014,0.053,0.026,0.111,0.068,0.305,0.002,0.041,0.422,0.064,0.226,0.098,0.047,0.358,0.048,0.089,1.452,0.129,0.395,0.009
Kapuas Hulu,0.000,0.339,0.793,0.136,1.822,2.585,0.107,0.123,0.061,0.014,0.166,0.290,0.065,0.021,0.013,0.028,0.169,0.102,0.351,0.012,0.040,0.313,0.214,0.056,0.180,0.017,0.221,0.037,0.101,0.347,0.150,1.162,0.003
Sekadau,0.000,0.110,0.766,0.199,0.958,1.819,0.055,0.027,0.024,0.315,0.047,0.237,0.004,0.013,0.171,0.014,0.125,0.054,0.268,0.050,0.167,0.209,0.083,0.175,0.080,0.065,0.115,0.030,0.052,1.448,0.137,0.860,0.085
Melawi,0.000,0.081,0.559,0.295,0.625,2.824,0.051,0.027,0.044,0.396,0.104,0.113,0.024,0.037,0.072,0.034,0.241,0.068,0.302,0.041,0.104,0.406,0.128,0.343,0.065,0.038,0.158,0.058,0.119,1.221,0.150,0.697,0.010
Kayong Utara,0.000,0.116,1.060,0.271,1.525,3.247,0.048,0.036,0.487,0.621,0.133,0.046,0.019,0.103,0.058,0.021,0.171,0.149,0.475,0.060,0.105,0.301,0.366,0.073,0.130,0.132,0.031,0.040,0.028,0.783,0.209,0.859,-
Kubu Raya,0.000,0.180,0.805,0.196,1.258,1.888,0.027,0.030,0.148,0.715,0.114,0.014,0.038,0.011,0.061,0.039,0.217,0.099,0.260,0.027,0.058,0.400,0.131,0.015,0.185,0.188,0.065,0.074,0.056,0.777,0.135,1.076,0.001
Kota Pontianak,0.000,0.413,0.766,0.197,1.709,2.008,0.107,0.062,0.142,0.504,0.331,0.170,0.092,0.077,0.126,0.133,0.409,0.062,0.403,0.049,0.224,0.372,0.461,0.070,0.396,0.263,0.222,0.126,0.109,0.892,0.264,0.576,0.003
Kota Singkawang,0.000,0.278,1.067,0.333,2.905,2.339,0.094,0.034,0.071,0.742,0.166,0.103,0.162,0.059,0.096,0.066,0.404,0.042,0.473,0.044,0.145,0.479,0.244,0.070,0.557,0.227,0.201,0.087,0.151,1.723,0.317,0.638,0.001
Kotawaringin Barat,0.000,0.179,0.404,0.192,1.159,2.202,0.132,0.083,0.137,0.208,0.282,0.228,0.051,0.276,0.213,0.072,0.284,0.063,0.524,0.074,0.165,0.991,0.047,0.062,0.654,0.134,0.325,0.101,0.095,0.698,0.268,0.262,0.004
Kotawaringin Timur,0.000,0.264,0.647,0.335,1.746,2.171,0.081,0.045,0.095,0.144,0.136,0.033,0.047,0.198,0.066,0.060,0.321,0.071,0.386,0.043,0.034,0.618,0.037,0.014,1.634,0.109,0.384,0.181,0.151,0.621,0.257,0.312,-
Kapuas,0.000,0.320,0.949,0.218,1.702,2.236,0.198,0.029,0.110,0.047,0.125,0.447,0.092,0.214,0.507,0.084,0.205,0.257,0.480,0.382,0.228,1.167,0.084,0.010,0.029,0.082,0.233,0.207,0.198,0.804,0.121,0.413,0.017
Barito Selatan,0.000,0.370,0.799,0.349,1.440,2.377,0.165,0.070,0.168,0.026,0.202,0.293,0.158,0.319,0.164,0.095,0.340,0.181,0.492,0.140,0.094,0.607,0.043,0.018,0.371,0.081,0.237,0.113,0.090,0.507,0.164,0.439,-
Barito Utara,0.000,0.202,0.606,0.297,1.198,2.110,0.099,0.052,0.119,0.241,0.184,0.080,0.052,0.205,0.136,0.099,0.334,0.067,0.407,0.106,0.074,0.293,0.026,0.029,0.243,0.059,0.266,0.085,0.114,0.476,0.117,0.245,0.001
Sukamara,0.000,0.254,0.937,0.399,1.211,3.436,0.231,0.073,0.200,0.101,0.348,0.549,0.039,0.356,0.258,0.081,0.324,0.315,0.626,0.187,0.266,1.575,0.034,0.028,1.161,0.153,0.350,0.055,0.117,0.942,0.346,1.102,0.009
Lamandau,0.000,0.198,0.610,0.239,0.789,2.174,0.098,0.064,0.119,0.118,0.122,0.065,0.035,0.258,0.090,0.117,0.259,0.043,0.395,0.059,0.095,1.592,0.029,0.044,0.290,0.176,0.226,0.142,0.122,0.808,0.276,0.206,0.002
Seruyan,0.000,0.241,0.765,0.190,1.900,3.480,0.121,0.053,0.054,0.099,0.190,0.158,0.015,0.169,0.084,0.047,0.246,0.189,0.464,0.036,0.094,0.773,0.033,0.053,0.155,0.143,0.302,0.092,0.091,0.434,0.339,0.383,0.001
Katingan,0.000,0.229,0.937,0.302,2.648,2.759,0.123,0.030,0.055,0.052,0.191,0.788,0.046,0.192,0.337,0.092,0.427,0.164,0.513,0.225,0.306,0.523,0.027,0.005,1.462,0.111,0.247,0.267,0.170,1.226,0.119,1.022,0.027
Pulang Pisau,0.000,0.337,1.478,0.457,2.136,3.056,0.784,0.032,0.250,0.146,0.060,0.038,0.071,0.284,0.075,0.108,0.310,0.085,0.425,0.075,0.036,0.461,0.026,0.044,0.570,0.158,0.253,0.154,0.068,0.916,0.234,0.279,0.002
Gunung Mas,0.000,0.077,0.599,0.320,2.006,1.589,0.197,0.006,0.044,0.402,0.067,0.029,0.007,0.156,0.057,0.020,0.248,0.110,0.396,0.029,0.056,0.326,0.000,0.000,1.524,0.070,0.211,0.288,0.102,0.535,0.160,1.131,0.027
Barito Timur,0.000,0.182,0.831,0.227,1.677,1.853,0.380,0.027,0.065,0.175,0.115,0.240,0.033,0.222,0.194,0.093,0.194,0.156,0.526,0.117,0.303,1.405,0.032,0.028,1.058,0.163,0.217,0.154,0.213,0.869,0.174,0.332,0.014
Murung Raya,0.000,0.077,0.304,0.430,1.461,1.836,0.046,0.022,0.022,0.094,0.090,0.157,0.027,0.109,0.056,0.032,0.198,0.397,0.481,0.046,0.095,0.781,0.004,0.002,0.794,0.031,0.076,0.082,0.045,0.354,0.113,0.720,0.005
Kota Palangka Raya,0.000,0.556,0.659,0.327,1.473,1.748,0.173,0.057,0.119,0.213,0.260,0.289,0.089,0.166,0.205,0.131,0.430,0.054,0.410,0.179,0.288,0.403,0.086,0.079,0.063,0.189,0.462,0.103,0.068,0.505,0.271,0.080,0.001
Tanah Laut,0.000,0.231,1.295,0.457,2.081,2.268,0.274,0.069,0.154,0.362,0.197,0.377,0.163,0.309,0.250,0.125,0.277,0.215,0.681,0.332,0.224,1.555,0.066,0.024,1.137,0.144,0.167,0.105,0.155,1.055,0.245,0.430,0.001
Kota Baru,0.000,0.210,0.633,0.446,1.944,1.672,0.137,0.024,0.106,0.337,0.195,0.163,0.025,0.275,0.248,0.057,0.268,0.092,0.589,0.129,0.167,0.796,0.063,0.035,2.017,0.121,0.247,0.125,0.183,0.585,0.142,0.936,0.011
Banjar,0.000,0.430,1.824,0.492,1.805,2.957,0.300,0.075,0.136,0.390,0.205,0.514,0.119,0.348,0.392,0.111,0.331,0.206,0.521,0.330,0.438,1.220,0.087,0.037,1.011,0.312,0.118,0.128,0.173,1.119,0.307,0.573,0.000
Barito Kuala,0.000,0.122,1.633,0.436,2.624,3.255,0.203,0.017,0.100,0.230,0.121,0.330,0.103,0.276,0.264,0.104,0.284,0.085,0.768,0.211,0.199,1.559,0.184,0.037,1.418,0.143,0.120,0.213,0.343,1.253,0.158,0.664,-
Tapin,0.000,0.307,1.100,0.431,1.885,2.567,0.437,0.088,0.162,0.561,0.184,0.591,0.169,0.251,0.390,0.092,0.315,0.335,0.842,0.266,0.193,1.910,0.172,0.050,0.477,0.245,0.203,0.155,0.280,1.596,0.307,0.635,-
Hulu Sungai Selatan,0.000,0.166,1.334,0.490,2.875,4.135,0.552,0.031,0.180,0.956,0.248,0.655,0.273,0.236,0.676,0.073,0.335,0.287,0.791,0.791,0.346,1.763,0.112,0.033,1.216,0.124,0.131,0.289,0.259,2.878,0.262,0.689,-
Hulu Sungai Tengah,0.000,0.185,0.964,0.282,2.272,3.647,0.207,0.062,0.171,0.481,0.275,0.436,0.274,0.281,0.601,0.044,0.295,0.382,0.485,0.471,0.313,1.024,0.089,0.005,1.005,0.087,0.138,0.159,0.161,2.176,0.179,0.291,0.002
Hulu Sungai Utara,0.000,0.128,0.839,0.231,2.295,2.768,0.360,0.019,0.097,0.546,0.191,0.207,0.048,0.392,0.562,0.041,0.167,0.100,0.938,0.314,0.293,1.495,0.050,0.030,1.583,0.214,0.074,0.089,0.033,1.162,0.142,0.493,0.004
Tabalong,0.000,0.355,0.996,0.371,2.772,2.989,0.332,0.109,0.165,0.778,0.331,0.446,0.155,0.439,0.373,0.167,0.321,0.299,0.779,0.184,0.338,4.081,0.142,0.068,0.100,0.292,0.237,0.226,0.270,1.733,0.242,0.383,0.000
Tanah Bumbu,0.000,0.209,0.895,0.319,1.599,2.165,0.153,0.051,0.162,0.648,0.239,0.364,0.116,0.482,0.269,0.105,0.276,0.149,0.958,0.117,0.290,1.668,0.073,0.097,1.287,0.196,0.381,0.261,0.199,0.939,0.259,0.321,0.002
Balangan,0.000,0.164,0.867,0.263,2.453,3.118,0.565,0.031,0.126,0.642,0.295,0.443,0.132,0.608,0.480,0.131,0.294,0.286,0.967,0.338,0.313,1.943,0.038,0.025,2.723,0.112,0.158,0.176,0.210,1.093,0.303,0.907,-
Kota Banjarmasin,0.000,0.435,1.025,0.326,2.060,2.821,0.412,0.128,0.198,0.435,0.484,0.314,0.239,0.404,0.570,0.185,0.391,0.160,0.430,0.424,0.435,1.254,0.489,0.111,0.785,0.268,0.180,0.189,0.129,1.611,0.236,0.618,0.000
Kota Banjar Baru,0.000,0.593,1.036,0.403,1.873,2.620,0.266,0.058,0.123,0.478,0.320,0.260,0.129,0.276,0.331,0.199,0.354,0.120,0.548,0.260,0.378,1.039,0.179,0.075,0.670,0.380,0.323,0.163,0.225,1.139,0.319,0.221,0.001
Paser,0.000,0.301,0.430,0.298,1.007,1.723,0.093,0.053,0.130,0.341,0.253,0.042,0.068,0.175,0.221,0.098,0.256,0.202,0.740,0.095,0.136,1.119,0.068,0.071,0.976,0.107,0.364,0.108,0.120,0.523,0.236,0.455,0.002
Kutai Barat,0.000,0.121,0.629,0.207,0.634,1.265,0.221,0.065,0.101,0.697,0.182,0.029,0.015,0.103,0.168,0.082,0.204,0.051,0.290,0.074,0.139,1.315,0.018,0.001,0.695,0.112,0.288,0.117,0.137,0.439,0.067,0.583,0.002
Kutai Kartanegara,0.000,0.282,0.621,0.201,0.813,1.901,0.038,0.055,0.118,0.352,0.337,0.078,0.025,0.135,0.282,0.109,0.305,0.056,0.365,0.077,0.279,1.432,0.033,0.029,0.304,0.093,0.496,0.076,0.121,0.468,0.143,0.488,0.000
Kutai Timur,0.000,0.522,0.774,0.467,0.963,1.715,0.117,0.068,0.143,0.275,0.250,0.100,0.025,0.090,0.094,0.080,0.341,0.063,0.428,0.048,0.107,0.982,0.032,0.038,0.178,0.173,0.507,0.098,0.101,0.412,0.256,0.374,-
Berau,0.000,0.457,0.543,0.428,1.487,1.222,0.479,0.087,0.105,0.357,0.239,0.399,0.037,0.106,0.432,0.105,0.240,0.097,0.530,0.174,0.253,0.234,0.051,0.055,0.207,0.149,0.526,0.220,0.160,0.508,0.181,0.279,0.000
Penajam Paser Utara,0.000,0.299,0.936,0.386,1.281,1.892,0.206,0.041,0.115,0.607,0.163,0.026,0.012,0.130,0.098,0.049,0.259,0.031,0.533,0.018,0.076,0.434,0.026,0.081,1.079,0.095,0.488,0.069,0.062,0.363,0.150,0.893,0.001
Mahakam Ulu,0.000,0.123,0.374,0.150,0.572,1.315,0.171,0.011,0.034,0.099,0.045,0.560,0.005,0.047,0.084,0.009,0.178,0.064,0.356,0.027,0.056,0.641,0.016,0.007,0.386,0.025,0.545,0.033,0.047,0.888,0.046,0.620,0.000
Kota Balikpapan,0.000,0.935,0.861,0.369,1.516,1.470,0.086,0.125,0.157,0.444,0.419,0.045,0.070,0.202,0.158,0.092,0.527,0.079,0.466,0.067,0.197,0.446,0.116,0.070,0.186,0.273,0.487,0.181,0.158,0.682,0.248,0.467,0.000
Kota Samarinda,0.000,0.574,0.707,0.186,1.227,1.390,0.155,0.104,0.131,0.551,0.385,0.157,0.043,0.198,0.309,0.116,0.410,0.063,0.505,0.104,0.494,0.893,0.101,0.095,0.230,0.315,0.539,0.109,0.170,0.749,0.228,0.380,0.001
Kota Bontang,0.000,0.674,0.925,0.505,2.621,1.817,0.236,0.107,0.157,0.711,0.395,0.055,0.029,0.160,0.382,0.065,0.392,0.029,0.459,0.120,0.310,0.395,0.096,0.053,0.685,0.215,0.545,0.116,0.203,0.626,0.217,0.529,0.002
Malinau,0.000,0.422,0.232,0.281,0.653,1.011,0.257,0.035,0.040,0.192,0.158,0.088,0.005,0.101,0.092,0.093,0.184,0.075,0.271,0.024,0.053,0.324,0.028,0.007,0.028,0.111,0.346,0.065,0.044,0.607,0.073,0.301,0.016
Bulungan,0.000,0.259,0.360,0.383,1.068,1.682,0.087,0.009,0.077,0.468,0.198,0.092,0.009,0.111,0.153,0.038,0.190,0.026,0.283,0.042,0.144,0.216,0.034,0.031,0.096,0.109,0.424,0.053,0.074,0.554,0.060,0.530,0.012
Tana Tidung,0.000,0.526,0.188,0.179,0.637,1.222,0.099,0.008,0.068,0.254,0.142,0.121,0.006,0.155,0.083,0.047,0.173,0.077,0.341,0.057,0.156,0.480,0.037,0.007,0.111,0.059,0.428,0.054,0.071,0.245,0.129,0.600,0.004
Nunukan,0.000,0.389,0.476,0.332,1.412,1.640,0.081,0.026,0.071,0.175,0.208,0.121,0.003,0.098,0.069,0.110,0.209,0.131,0.286,0.032,0.128,0.935,0.039,0.079,0.068,0.154,0.438,0.113,0.083,0.304,0.126,0.464,0.004
Kota Tarakan,0.000,0.594,0.546,0.457,1.658,1.218,0.122,0.060,0.103,0.372,0.276,0.194,0.028,0.156,0.203,0.105,0.312,0.172,0.359,0.136,0.190,0.648,0.073,0.100,0.094,0.180,0.557,0.038,0.084,0.381,0.108,0.349,-
Bolaang Mongondow,0.000,0.101,1.073,0.415,2.292,2.473,0.129,0.111,0.084,0.363,0.116,0.089,0.008,0.039,0.243,0.017,0.341,0.060,0.305,0.212,0.091,0.399,0.129,0.024,0.321,0.004,0.316,0.187,0.130,0.339,0.112,0.148,0.025
Minahasa,0.000,0.262,0.916,0.619,2.294,1.832,0.214,0.068,0.070,0.624,0.173,0.350,0.003,0.110,0.343,0.025,0.412,0.077,0.286,0.656,0.286,0.201,0.163,0.055,0.204,0.228,0.211,0.147,0.179,0.770,0.106,0.045,0.021
Kepulauan Sangihe,0.000,0.134,1.171,0.634,3.498,1.929,0.102,0.007,0.030,0.326,0.087,0.130,-,0.007,0.197,0.013,0.249,0.066,0.342,0.253,0.020,0.005,0.044,0.006,0.066,0.078,0.025,0.048,0.029,0.631,0.048,0.070,0.017
Kepulauan Talaud,0.000,0.069,1.151,0.276,3.141,1.772,0.030,0.063,0.011,0.176,0.043,0.111,0.004,0.005,0.127,0.008,0.199,0.029,0.185,0.108,0.027,0.024,0.041,0.015,0.105,0.078,0.247,0.029,0.047,0.312,0.131,0.056,0.024
Minahasa Selatan,0.000,0.224,0.930,0.403,2.224,1.592,0.044,0.050,0.030,0.398,0.086,0.034,0.001,0.068,0.168,0.009,0.376,0.020,0.399,0.379,0.115,0.045,0.101,0.035,0.279,0.114,0.196,0.124,0.085,0.291,0.103,0.042,0.031
Minahasa Utara,0.000,0.531,0.731,0.520,2.269,1.421,0.208,0.095,0.112,0.340,0.177,0.084,0.007,0.059,0.216,0.076,0.295,0.048,0.294,0.372,0.080,0.170,0.123,0.037,0.222,0.169,0.259,0.115,0.135,0.315,0.132,0.063,0.016
Bolaang Mongondow Utara,0.000,0.068,0.953,0.420,3.252,2.313,0.047,0.074,0.037,0.629,0.099,0.187,0.010,0.040,0.298,0.013,0.258,0.099,0.269,0.433,0.092,0.019,0.112,0.149,0.141,0.071,0.255,0.095,0.155,0.560,0.090,0.059,0.005
Siau Tagulandang Biaro,0.000,0.078,0.294,0.283,2.242,0.929,0.012,0.010,0.054,0.301,0.055,0.144,0.002,0.031,0.132,0.005,0.113,0.023,0.104,0.149,0.024,0.022,0.040,0.004,0.047,0.059,0.060,0.047,0.073,1.075,0.082,0.041,0.025
